src,irsstub,incrange,variable,value,excel_column,table_description,column_description
17in21id.xls,3,"    $10,000 under $15,000",DA,28714.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,4,"    $15,000 under $20,000",DA,22224.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,5,"    $20,000 under $25,000",DA,26001.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,6,"    $25,000 under $30,000",DA,18797.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,7,"    $30,000 under $35,000",DA,18751.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,8,"    $35,000 under $40,000",DA,16203.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,9,"    $40,000 under $45,000",DA,17098.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,10,"    $45,000 under $50,000",DA,19154.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,11,"    $50,000 under $55,000",DA,13025.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,12,"    $55,000 under $60,000",DA,8634.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,13,"    $60,000 under $75,000",DA,27862.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,14,"    $75,000 under $100,000",DA,30865.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,15,"    $100,000 under $200,000",DA,61291.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,16,"    $200,000 under $500,000",DA,30198.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,17,"    $500,000 under $1,000,000",DA,10796.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,18,"    $1,000,000 under $1,500,000",DA,4078.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,19,"    $1,500,000 under $2,000,000",DA,2143.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,20,"    $2,000,000 under $5,000,000",DA,3864.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,21,"    $5,000,000 under $10,000,000",DA,1540.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,22,"    $10,000,000 or more",DA,1479.0,DA,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,0,"All returns, total",DB,35431288.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,1,"    Under $5,000",DB,105398.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,2,"    $5,000 under $10,000",DB,224761.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,3,"    $10,000 under $15,000",DB,231081.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,4,"    $15,000 under $20,000",DB,288830.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,5,"    $20,000 under $25,000",DB,215158.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,6,"    $25,000 under $30,000",DB,196596.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,7,"    $30,000 under $35,000",DB,146354.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,8,"    $35,000 under $40,000",DB,104270.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,9,"    $40,000 under $45,000",DB,203815.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,10,"    $45,000 under $50,000",DB,96546.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,11,"    $50,000 under $55,000",DB,132246.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,12,"    $55,000 under $60,000",DB,102172.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,13,"    $60,000 under $75,000",DB,480753.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,14,"    $75,000 under $100,000",DB,538669.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,15,"    $100,000 under $200,000",DB,2504747.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,16,"    $200,000 under $500,000",DB,2344384.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,17,"    $500,000 under $1,000,000",DB,2690898.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,18,"    $1,000,000 under $1,500,000",DB,1871692.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,19,"    $1,500,000 under $2,000,000",DB,1616736.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,20,"    $2,000,000 under $5,000,000",DB,4422281.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,21,"    $5,000,000 under $10,000,000",DB,4618591.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,22,"    $10,000,000 or more",DB,12295310.0,DB,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,0,"All returns, total",DC,113378.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,1,"    Under $5,000",DC,0.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,2,"    $5,000 under $10,000",DC,0.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,3,"    $10,000 under $15,000",DC,5654.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,4,"    $15,000 under $20,000",DC,4130.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,5,"    $20,000 under $25,000",DC,8352.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,6,"    $25,000 under $30,000",DC,4224.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,7,"    $30,000 under $35,000",DC,4035.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,8,"    $35,000 under $40,000",DC,14098.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,9,"    $40,000 under $45,000",DC,5042.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,10,"    $45,000 under $50,000",DC,4158.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,11,"    $50,000 under $55,000",DC,6116.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,12,"    $55,000 under $60,000",DC,6022.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,13,"    $60,000 under $75,000",DC,12219.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,14,"    $75,000 under $100,000",DC,14607.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,15,"    $100,000 under $200,000",DC,16945.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,16,"    $200,000 under $500,000",DC,6509.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,17,"    $500,000 under $1,000,000",DC,1067.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,18,"    $1,000,000 under $1,500,000",DC,126.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,19,"    $1,500,000 under $2,000,000",DC,37.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,20,"    $2,000,000 under $5,000,000",DC,22.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,21,"    $5,000,000 under $10,000,000",DC,6.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,22,"    $10,000,000 or more",DC,9.0,DC,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,0,"All returns, total",DD,2764789.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,1,"    Under $5,000",DD,0.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,2,"    $5,000 under $10,000",DD,0.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,3,"    $10,000 under $15,000",DD,111514.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,4,"    $15,000 under $20,000",DD,39569.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,5,"    $20,000 under $25,000",DD,82659.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,6,"    $25,000 under $30,000",DD,31281.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,7,"    $30,000 under $35,000",DD,59400.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,8,"    $35,000 under $40,000",DD,214094.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,9,"    $40,000 under $45,000",DD,61848.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,10,"    $45,000 under $50,000",DD,64397.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,11,"    $50,000 under $55,000",DD,146457.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,12,"    $55,000 under $60,000",DD,103909.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,13,"    $60,000 under $75,000",DD,364015.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,14,"    $75,000 under $100,000",DD,217966.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,15,"    $100,000 under $200,000",DD,604687.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,16,"    $200,000 under $500,000",DD,407524.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,17,"    $500,000 under $1,000,000",DD,209842.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,18,"    $1,000,000 under $1,500,000",DD,16349.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,19,"    $1,500,000 under $2,000,000",DD,11806.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,20,"    $2,000,000 under $5,000,000",DD,10600.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,21,"    $5,000,000 under $10,000,000",DD,2733.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,22,"    $10,000,000 or more",DD,4137.0,DD,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,0,"All returns, total",DE,13300332.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,1,"    Under $5,000",DE,110022.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,2,"    $5,000 under $10,000",DE,161030.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,3,"    $10,000 under $15,000",DE,201531.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,4,"    $15,000 under $20,000",DE,255280.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,5,"    $20,000 under $25,000",DE,343860.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,6,"    $25,000 under $30,000",DE,449980.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,7,"    $30,000 under $35,000",DE,447797.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,8,"    $35,000 under $40,000",DE,545147.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,9,"    $40,000 under $45,000",DE,552824.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,10,"    $45,000 under $50,000",DE,532770.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,11,"    $50,000 under $55,000",DE,518570.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,12,"    $55,000 under $60,000",DE,570644.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,13,"    $60,000 under $75,000",DE,1477933.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,14,"    $75,000 under $100,000",DE,2180547.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,15,"    $100,000 under $200,000",DE,3657927.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,16,"    $200,000 under $500,000",DE,1060246.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,17,"    $500,000 under $1,000,000",DE,149860.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,18,"    $1,000,000 under $1,500,000",DE,35408.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,19,"    $1,500,000 under $2,000,000",DE,15467.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,20,"    $2,000,000 under $5,000,000",DE,23595.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,21,"    $5,000,000 under $10,000,000",DE,5955.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,22,"    $10,000,000 or more",DE,3938.0,DE,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,0,"All returns, total",DF,121290835.0,DF,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,1,"    Under $5,000",DF,190411.0,DF,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,2,"    $5,000 under $10,000",DF,368554.0,DF,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,3,"    $10,000 under $15,000",DF,842979.0,DF,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,4,"    $15,000 under $20,000",DF,1446382.0,DF,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,5,"    $20,000 under $25,000",DF,2342641.0,DF,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,6,"    $25,000 under $30,000",DF,3438396.0,DF,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,7,"    $30,000 under $35,000",DF,3542762.0,DF,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,8,"    $35,000 under $40,000",DF,4694197.0,DF,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,9,"    $40,000 under $45,000",DF,4418602.0,DF,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,10,"    $45,000 under $50,000",DF,4154064.0,DF,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,11,"    $50,000 under $55,000",DF,4072536.0,DF,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
17in21id.xls,12,"    $55,000 under $60,000",DF,4600937.0,DF,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",
