src,irsstub,incrange,variable,value,table_description,column_description
18in21id.xls,13,"    $60,000 under $75,000",nret_id_salt_uncapped,1374704,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with state and local taxes deduction, uncapped"
18in21id.xls,14,"    $75,000 under $100,000",nret_id_salt_uncapped,2159946,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with state and local taxes deduction, uncapped"
18in21id.xls,15,"    $100,000 under $200,000",nret_id_salt_uncapped,5332896,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with state and local taxes deduction, uncapped"
18in21id.xls,16,"    $200,000 under $500,000",nret_id_salt_uncapped,3199197,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with state and local taxes deduction, uncapped"
18in21id.xls,17,"    $500,000 under $1,000,000",nret_id_salt_uncapped,711757,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with state and local taxes deduction, uncapped"
18in21id.xls,18,"    $1,000,000 under $1,500,000",nret_id_salt_uncapped,172841,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with state and local taxes deduction, uncapped"
18in21id.xls,19,"    $1,500,000 under $2,000,000",nret_id_salt_uncapped,73288,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with state and local taxes deduction, uncapped"
18in21id.xls,20,"    $2,000,000 under $5,000,000",nret_id_salt_uncapped,110954,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with state and local taxes deduction, uncapped"
18in21id.xls,21,"    $5,000,000 under $10,000,000",nret_id_salt_uncapped,28837,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with state and local taxes deduction, uncapped"
18in21id.xls,22,"    $10,000,000 or more",nret_id_salt_uncapped,19155,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with state and local taxes deduction, uncapped"
18in21id.xls,0,"All returns, total",id_salt_uncapped,304343710,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,1,"    Under $5,000",id_salt_uncapped,393926,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,2,"    $5,000 under $10,000",id_salt_uncapped,528902,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,3,"    $10,000 under $15,000",id_salt_uncapped,770157,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,4,"    $15,000 under $20,000",id_salt_uncapped,834358,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,5,"    $20,000 under $25,000",id_salt_uncapped,1181401,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,6,"    $25,000 under $30,000",id_salt_uncapped,1132040,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,7,"    $30,000 under $35,000",id_salt_uncapped,1246026,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,8,"    $35,000 under $40,000",id_salt_uncapped,1705464,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,9,"    $40,000 under $45,000",id_salt_uncapped,1790072,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,10,"    $45,000 under $50,000",id_salt_uncapped,2086276,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,11,"    $50,000 under $55,000",id_salt_uncapped,2709785,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,12,"    $55,000 under $60,000",id_salt_uncapped,3022420,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,13,"    $60,000 under $75,000",id_salt_uncapped,9838732,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,14,"    $75,000 under $100,000",id_salt_uncapped,18524298,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,15,"    $100,000 under $200,000",id_salt_uncapped,64560453,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,16,"    $200,000 under $500,000",id_salt_uncapped,74344729,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,17,"    $500,000 under $1,000,000",id_salt_uncapped,34954041,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,18,"    $1,000,000 under $1,500,000",id_salt_uncapped,14074380,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,19,"    $1,500,000 under $2,000,000",id_salt_uncapped,8371579,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,20,"    $2,000,000 under $5,000,000",id_salt_uncapped,21508918,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,21,"    $5,000,000 under $10,000,000",id_salt_uncapped,11677115,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,22,"    $10,000,000 or more",id_salt_uncapped,29088638,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","State and local taxes deduction, uncapped"
18in21id.xls,0,"All returns, total",nret_id_pitgst,16950257,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,1,"    Under $5,000",nret_id_pitgst,70506,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,2,"    $5,000 under $10,000",nret_id_pitgst,97000,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,3,"    $10,000 under $15,000",nret_id_pitgst,174400,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,4,"    $15,000 under $20,000",nret_id_pitgst,176002,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,5,"    $20,000 under $25,000",nret_id_pitgst,265599,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,6,"    $25,000 under $30,000",nret_id_pitgst,252296,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,7,"    $30,000 under $35,000",nret_id_pitgst,290068,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,8,"    $35,000 under $40,000",nret_id_pitgst,320693,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,9,"    $40,000 under $45,000",nret_id_pitgst,353296,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,10,"    $45,000 under $50,000",nret_id_pitgst,387056,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,11,"    $50,000 under $55,000",nret_id_pitgst,438594,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,12,"    $55,000 under $60,000",nret_id_pitgst,466463,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,13,"    $60,000 under $75,000",nret_id_pitgst,1439033,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,14,"    $75,000 under $100,000",nret_id_pitgst,2277582,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,15,"    $100,000 under $200,000",nret_id_pitgst,5538079,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,16,"    $200,000 under $500,000",nret_id_pitgst,3271691,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,17,"    $500,000 under $1,000,000",nret_id_pitgst,718939,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,18,"    $1,000,000 under $1,500,000",nret_id_pitgst,175189,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,19,"    $1,500,000 under $2,000,000",nret_id_pitgst,74515,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,20,"    $2,000,000 under $5,000,000",nret_id_pitgst,113449,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,21,"    $5,000,000 under $10,000,000",nret_id_pitgst,29791,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,22,"    $10,000,000 or more",nret_id_pitgst,20015,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local income or general sales tax deduction
18in21id.xls,0,"All returns, total",id_pitgst,210262900,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,1,"    Under $5,000",id_pitgst,93365,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,2,"    $5,000 under $10,000",id_pitgst,141996,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,3,"    $10,000 under $15,000",id_pitgst,161363,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,4,"    $15,000 under $20,000",id_pitgst,175383,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,5,"    $20,000 under $25,000",id_pitgst,364603,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,6,"    $25,000 under $30,000",id_pitgst,329937,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,7,"    $30,000 under $35,000",id_pitgst,477494,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,8,"    $35,000 under $40,000",id_pitgst,576625,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,9,"    $40,000 under $45,000",id_pitgst,673640,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,10,"    $45,000 under $50,000",id_pitgst,830112,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,11,"    $50,000 under $55,000",id_pitgst,1096147,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,12,"    $55,000 under $60,000",id_pitgst,1193803,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,13,"    $60,000 under $75,000",id_pitgst,4449363,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,14,"    $75,000 under $100,000",id_pitgst,9092078,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,15,"    $100,000 under $200,000",id_pitgst,36004812,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,16,"    $200,000 under $500,000",id_pitgst,48587347,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,17,"    $500,000 under $1,000,000",id_pitgst,26055912,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,18,"    $1,000,000 under $1,500,000",id_pitgst,11428365,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,19,"    $1,500,000 under $2,000,000",id_pitgst,7116498,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,20,"    $2,000,000 under $5,000,000",id_pitgst,19367211,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,21,"    $5,000,000 under $10,000,000",id_pitgst,11172901,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,22,"    $10,000,000 or more",id_pitgst,30873946,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income or general sales tax deduction
18in21id.xls,0,"All returns, total",nret_id_pit,12621331,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,1,"    Under $5,000",nret_id_pit,18311,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,2,"    $5,000 under $10,000",nret_id_pit,33200,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,3,"    $10,000 under $15,000",nret_id_pit,56990,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,4,"    $15,000 under $20,000",nret_id_pit,70171,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,5,"    $20,000 under $25,000",nret_id_pit,106350,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,6,"    $25,000 under $30,000",nret_id_pit,125281,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,7,"    $30,000 under $35,000",nret_id_pit,137625,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,8,"    $35,000 under $40,000",nret_id_pit,196478,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,9,"    $40,000 under $45,000",nret_id_pit,209812,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,10,"    $45,000 under $50,000",nret_id_pit,251791,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,11,"    $50,000 under $55,000",nret_id_pit,292226,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,12,"    $55,000 under $60,000",nret_id_pit,350526,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,13,"    $60,000 under $75,000",nret_id_pit,1019771,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,14,"    $75,000 under $100,000",nret_id_pit,1747822,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,15,"    $100,000 under $200,000",nret_id_pit,4471994,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,16,"    $200,000 under $500,000",nret_id_pit,2639787,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,17,"    $500,000 under $1,000,000",nret_id_pit,564537,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,18,"    $1,000,000 under $1,500,000",nret_id_pit,138657,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,19,"    $1,500,000 under $2,000,000",nret_id_pit,58811,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,20,"    $2,000,000 under $5,000,000",nret_id_pit,90630,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,21,"    $5,000,000 under $10,000,000",nret_id_pit,24182,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,22,"    $10,000,000 or more",nret_id_pit,16378,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction
18in21id.xls,0,"All returns, total",id_pit,199419293,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income tax deduction
18in21id.xls,1,"    Under $5,000",id_pit,37946,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income tax deduction
18in21id.xls,2,"    $5,000 under $10,000",id_pit,88024,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income tax deduction
18in21id.xls,3,"    $10,000 under $15,000",id_pit,84379,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income tax deduction
18in21id.xls,4,"    $15,000 under $20,000",id_pit,103921,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income tax deduction
18in21id.xls,5,"    $20,000 under $25,000",id_pit,203017,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income tax deduction
18in21id.xls,6,"    $25,000 under $30,000",id_pit,193416,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income tax deduction
18in21id.xls,7,"    $30,000 under $35,000",id_pit,303809,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income tax deduction
