common_stub,incrange,variable,value,src,table_description,column_description,excel_column
14,"$1,000,000 under $1,500,000",id_taxpaid,21061358000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Taxes paid deduction,BT
14,"$1,000,000 under $1,500,000",nret_id_contributions,191989.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with contributions deduction,CU
14,"$1,000,000 under $1,500,000",nret_id_gst,28979.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with general sales tax deduction,BY
14,"$1,000,000 under $1,500,000",nret_id_intpaid,156617.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with interest paid deduction,CG
14,"$1,000,000 under $1,500,000",nret_id_medical_capped,1791.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, capped",BM
14,"$1,000,000 under $1,500,000",nret_id_medical_uncapped,1791.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, uncapped",BO
14,"$1,000,000 under $1,500,000",nret_id_mortgage,136458.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with mortgage interest paid (any recipient),CI
14,"$1,000,000 under $1,500,000",nret_id_pit,172247.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction,BW
14,"$1,000,000 under $1,500,000",nret_id_retax,190398.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with real estate tax deduction,CA
14,"$1,000,000 under $1,500,000",nret_id_salt,201226.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local taxes deduction,BU
14,"$1,000,000 under $1,500,000",nret_id_taxpaid,202165.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxes paid deduction,BS
15,"$1,500,000 under $2,000,000",agi,155813355000.0,17in11si.xls,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Adjusted gross income less deficit,D
15,"$1,500,000 under $2,000,000",nret_all,90527.0,17in11si.xls,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Number of returns,B
15,"$1,500,000 under $2,000,000",nret_txbl,90443.0,17in11si.xls,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Number of taxable returns with taxable income,G
15,"$1,500,000 under $2,000,000",agi_hoh,3633479000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, heads of households",AP
15,"$1,500,000 under $2,000,000",agi_mfjss,130557985000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing joint and surviving spouses",P
15,"$1,500,000 under $2,000,000",agi_mfs,3251738000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately",AC
15,"$1,500,000 under $2,000,000",agi_single,18370154000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, single",BC
15,"$1,500,000 under $2,000,000",exemption,0.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Exemption amount,D
15,"$1,500,000 under $2,000,000",item_ded,18178588000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Total itemized deductions,F
15,"$1,500,000 under $2,000,000",nret_hoh,2123.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of heads of households,AO
15,"$1,500,000 under $2,000,000",nret_item,82008.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with itemized deductions,E
15,"$1,500,000 under $2,000,000",nret_mfjss,75877.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing jointly and returns of surviving spouses,O
15,"$1,500,000 under $2,000,000",nret_mfs,1891.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately,AB
15,"$1,500,000 under $2,000,000",nret_sd,8516.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with standard deduction,G
15,"$1,500,000 under $2,000,000",nret_single,10635.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of single persons,BB
15,"$1,500,000 under $2,000,000",nret_taxac,90191.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with income tax after credits,K
15,"$1,500,000 under $2,000,000",nret_taxtot,90443.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with total income tax,M
15,"$1,500,000 under $2,000,000",nret_ti,90364.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with taxable income,I
15,"$1,500,000 under $2,000,000",sd,115486000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Standard deduction,H
15,"$1,500,000 under $2,000,000",taxac,42912660000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Income tax after credits,L
15,"$1,500,000 under $2,000,000",taxtot,44168337000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Total income tax,N
15,"$1,500,000 under $2,000,000",ti,137631139000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Taxable income,J
15,"$1,500,000 under $2,000,000",amt,736331000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Alternative minimum tax,EI
15,"$1,500,000 under $2,000,000",busprofnetinc,5021577000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Business or professional net income,U
15,"$1,500,000 under $2,000,000",busprofnetloss,-432731000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Business or professional net loss,W
15,"$1,500,000 under $2,000,000",cgdist,23743000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital gains distributions,Y
15,"$1,500,000 under $2,000,000",cggross,29813179000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital gains gross taxable,AA
15,"$1,500,000 under $2,000,000",cgloss,-54399000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital loss taxable,AC
15,"$1,500,000 under $2,000,000",estateinc,1446940000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Estate and trust income,BI
15,"$1,500,000 under $2,000,000",estateloss,-111247000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Estate and trust loss,BK
15,"$1,500,000 under $2,000,000",exemptint,2097211000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Tax-exempt interest,K
15,"$1,500,000 under $2,000,000",iradist,886635000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income", Individual Retirement Arrangements (IRA) distributions,AI
15,"$1,500,000 under $2,000,000",itemded,18178588000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total itemized deductions,EA
15,"$1,500,000 under $2,000,000",n_exemptions,257715.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of exemptions,EB
15,"$1,500,000 under $2,000,000",nret_amt,18128.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with alternative minimum tax,EH
15,"$1,500,000 under $2,000,000",nret_busprofnetinc,17318.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with business or professional net income,T
15,"$1,500,000 under $2,000,000",nret_busprofnetloss,5997.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with business or professional net loss,V
15,"$1,500,000 under $2,000,000",nret_cgdist,1749.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gain distributions,X
15,"$1,500,000 under $2,000,000",nret_cggross,61878.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gains gross taxable,Z
15,"$1,500,000 under $2,000,000",nret_cgloss,19722.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital loss taxable,AB
15,"$1,500,000 under $2,000,000",nret_estateinc,5199.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with estate and trust income,BH
15,"$1,500,000 under $2,000,000",nret_estateloss,999.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with estate and trust loss,BJ
15,"$1,500,000 under $2,000,000",nret_exemptint,48093.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with tax-exempt interest,J
15,"$1,500,000 under $2,000,000",nret_iradist,14616.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with IRA distributions,AH
15,"$1,500,000 under $2,000,000",nret_orddiv,79972.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with ordinary dividends,L
15,"$1,500,000 under $2,000,000",nret_partnerscorpinc,51640.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net income,BD
15,"$1,500,000 under $2,000,000",nret_partnerscorploss,15383.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net loss,BF
15,"$1,500,000 under $2,000,000",nret_pensions,21292.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total pensions and annuities (including nontaxable),AJ
15,"$1,500,000 under $2,000,000",nret_pensions_taxable,15292.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable pensions and annuities,AL
15,"$1,500,000 under $2,000,000",nret_qualdiv,77733.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with qualified dividends,N
15,"$1,500,000 under $2,000,000",nret_rentroyinc,26077.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total rental and royalty income,AZ
15,"$1,500,000 under $2,000,000",nret_rentroyloss,9454.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total rental and royalty loss,BB
15,"$1,500,000 under $2,000,000",nret_socsectaxable,16559.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable Social Security benefits,BT
15,"$1,500,000 under $2,000,000",nret_socsectot,16567.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total Social Security benefits,BR
15,"$1,500,000 under $2,000,000",nret_taxbc,90430.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income","Number of returns with income tax before credits (IRS definition, not PUF definition)",EL
15,"$1,500,000 under $2,000,000",nret_taxint,87836.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable interest,H
15,"$1,500,000 under $2,000,000",nret_wages,74469.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with salaries and wages,F
15,"$1,500,000 under $2,000,000",orddiv,8391122000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Ordinary dividends,M
15,"$1,500,000 under $2,000,000",partnerscorpinc,43763972000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net income,BE
15,"$1,500,000 under $2,000,000",partnerscorploss,-2593751000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net loss,BG
15,"$1,500,000 under $2,000,000",pensions,4472303000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total pensions and annuities (including nontaxable),AK
15,"$1,500,000 under $2,000,000",pensions_taxable,920689000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable pensions and annuities,AM
15,"$1,500,000 under $2,000,000",qualdiv,6536396000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Qualified dividends,O
15,"$1,500,000 under $2,000,000",rentroyinc,2566264000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total rental and royalty income,BA
15,"$1,500,000 under $2,000,000",rentroyloss,-413182000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total rental and royalty income loss,BC
15,"$1,500,000 under $2,000,000",socsectaxable,499697000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable Social Security benefits,BU
15,"$1,500,000 under $2,000,000",socsectot,588018000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total Social Security benefits,BS
15,"$1,500,000 under $2,000,000",taxbc,44446124000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income","Income tax before credits (IRS definition, not PUF definition)",EM
15,"$1,500,000 under $2,000,000",taxint,2988390000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable interest,I
15,"$1,500,000 under $2,000,000",wages,62643611000.0,17in14ar.xls,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Salaries and wages,G
15,"$1,500,000 under $2,000,000",id_contributions,5155644000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Contributions deduction,CV
15,"$1,500,000 under $2,000,000",id_gst,96795000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",General sales tax deduction,BZ
15,"$1,500,000 under $2,000,000",id_intpaid,1959456000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Interest paid deduction,CH
15,"$1,500,000 under $2,000,000",id_medical_capped,66152000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, capped",BN
15,"$1,500,000 under $2,000,000",id_medical_uncapped,122406000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, uncapped",BP
15,"$1,500,000 under $2,000,000",id_mortgage,1173661000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Mortgage interest paid (any recipient),CJ
15,"$1,500,000 under $2,000,000",id_pit,9756098000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Income tax deduction,BX
15,"$1,500,000 under $2,000,000",id_retax,2233344000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Real estate tax deduction,CB
15,"$1,500,000 under $2,000,000",id_salt,9852893000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",State and local taxes deduction,BV
15,"$1,500,000 under $2,000,000",id_taxpaid,12159703000.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Taxes paid deduction,BT
15,"$1,500,000 under $2,000,000",nret_id_contributions,78439.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with contributions deduction,CU
15,"$1,500,000 under $2,000,000",nret_id_gst,11156.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with general sales tax deduction,BY
15,"$1,500,000 under $2,000,000",nret_id_intpaid,63769.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with interest paid deduction,CG
15,"$1,500,000 under $2,000,000",nret_id_medical_capped,434.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, capped",BM
15,"$1,500,000 under $2,000,000",nret_id_medical_uncapped,434.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, uncapped",BO
15,"$1,500,000 under $2,000,000",nret_id_mortgage,52995.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with mortgage interest paid (any recipient),CI
15,"$1,500,000 under $2,000,000",nret_id_pit,70438.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with income tax deduction,BW
15,"$1,500,000 under $2,000,000",nret_id_retax,77406.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with real estate tax deduction,CA
15,"$1,500,000 under $2,000,000",nret_id_salt,81594.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with state and local taxes deduction,BU
15,"$1,500,000 under $2,000,000",nret_id_taxpaid,81921.0,17in21id.xls,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxes paid deduction,BS
16,"$2,000,000 under $5,000,000",agi,386043696000.0,17in11si.xls,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Adjusted gross income less deficit,D
16,"$2,000,000 under $5,000,000",nret_all,129868.0,17in11si.xls,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Number of returns,B
16,"$2,000,000 under $5,000,000",nret_txbl,129741.0,17in11si.xls,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Number of taxable returns with taxable income,G
16,"$2,000,000 under $5,000,000",agi_hoh,9648649000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, heads of households",AP
16,"$2,000,000 under $5,000,000",agi_mfjss,318780573000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing joint and surviving spouses",P
16,"$2,000,000 under $5,000,000",agi_mfs,9647563000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, married filing separately",AC
16,"$2,000,000 under $5,000,000",agi_single,47966912000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status","Adjusted gross income less deficit, single",BC
16,"$2,000,000 under $5,000,000",exemption,0.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Exemption amount,D
16,"$2,000,000 under $5,000,000",item_ded,45302872000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Total itemized deductions,F
16,"$2,000,000 under $5,000,000",nret_hoh,3220.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of heads of households,AO
16,"$2,000,000 under $5,000,000",nret_item,118718.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with itemized deductions,E
16,"$2,000,000 under $5,000,000",nret_mfjss,107321.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing jointly and returns of surviving spouses,O
16,"$2,000,000 under $5,000,000",nret_mfs,3165.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately,AB
16,"$2,000,000 under $5,000,000",nret_sd,11150.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with standard deduction,G
16,"$2,000,000 under $5,000,000",nret_single,16163.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of single persons,BB
16,"$2,000,000 under $5,000,000",nret_taxac,129442.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with income tax after credits,K
16,"$2,000,000 under $5,000,000",nret_taxtot,129741.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with total income tax,M
16,"$2,000,000 under $5,000,000",nret_ti,129579.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with taxable income,I
16,"$2,000,000 under $5,000,000",sd,154254000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Standard deduction,H
16,"$2,000,000 under $5,000,000",taxac,107262711000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Income tax after credits,L
16,"$2,000,000 under $5,000,000",taxtot,110730178000.0,17in12ms.xls,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Total income tax,N
