common_stub,incrange,pufvar,irsvar,irs,table_description,column_description,src,excel_column
9,"$50,000 under $75,000",c18300,id_taxpaid,43745198000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Taxes paid deduction,17in21id.xls,BT
9,"$50,000 under $75,000",c18300_nnz,nret_id_taxpaid,7676815.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxes paid deduction,17in21id.xls,BS
9,"$50,000 under $75,000",c19200,id_intpaid,36871581000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Interest paid deduction,17in21id.xls,CH
9,"$50,000 under $75,000",c19200_nnz,nret_id_intpaid,5461028.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with interest paid deduction,17in21id.xls,CG
9,"$50,000 under $75,000",c19700,id_contributions,19356092000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Contributions deduction,17in21id.xls,CV
9,"$50,000 under $75,000",c19700_nnz,nret_id_contributions,6000705.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with contributions deduction,17in21id.xls,CU
9,"$50,000 under $75,000",c04800,ti,838281627000.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Taxable income,17in12ms.xls,J
9,"$50,000 under $75,000",c04800_nnz,nret_ti,20804807.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with taxable income,17in12ms.xls,I
9,"$50,000 under $75,000",c09200,taxac,105654965000.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Income tax after credits,17in12ms.xls,L
9,"$50,000 under $75,000",c09200_nnz,nret_taxac,19556080.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with income tax after credits,17in12ms.xls,K
10,"$75,000 under $100,000",nret_all,nret_all,13508353.0,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Number of returns,17in11si.xls,B
10,"$75,000 under $100,000",mars1,nret_single,3751264.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of single persons,17in12ms.xls,BB
10,"$75,000 under $100,000",mars2,nret_mfjss,8396454.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing jointly and returns of surviving spouses,17in12ms.xls,O
10,"$75,000 under $100,000",mars3,nret_mfs,285591.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately,17in12ms.xls,AB
10,"$75,000 under $100,000",mars4,nret_hoh,1075043.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of heads of households,17in12ms.xls,AO
10,"$75,000 under $100,000",c00100,agi,1170354458000.0,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Adjusted gross income less deficit,17in11si.xls,D
10,"$75,000 under $100,000",e00200,wages,870406373000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Salaries and wages,17in14ar.xls,G
10,"$75,000 under $100,000",e00200_nnz,nret_wages,11528881.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with salaries and wages,17in14ar.xls,F
10,"$75,000 under $100,000",e00300,taxint,5046194000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable interest,17in14ar.xls,I
10,"$75,000 under $100,000",e00300_nnz,nret_taxint,5854757.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable interest,17in14ar.xls,H
10,"$75,000 under $100,000",e00600,orddiv,15424556000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Ordinary dividends,17in14ar.xls,M
10,"$75,000 under $100,000",e00600_nnz,nret_orddiv,3510707.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with ordinary dividends,17in14ar.xls,L
10,"$75,000 under $100,000",c01000pos,cggross,18527349000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital gains gross taxable,17in14ar.xls,AA
10,"$75,000 under $100,000",c01000pos_nnz,nret_cggross,1673930.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gains gross taxable,17in14ar.xls,Z
10,"$75,000 under $100,000",c01000neg,cgloss,-1940970000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital loss taxable,17in14ar.xls,AC
10,"$75,000 under $100,000",c01000neg_nnz,nret_cgloss,879878.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital loss taxable,17in14ar.xls,AB
10,"$75,000 under $100,000",e01500,pensions,166773240000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total pensions and annuities (including nontaxable),17in14ar.xls,AK
10,"$75,000 under $100,000",e01500_nnz,nret_pensions,4060177.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total pensions and annuities (including nontaxable),17in14ar.xls,AJ
10,"$75,000 under $100,000",e02400,socsectot,77224418000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total Social Security benefits,17in14ar.xls,BS
10,"$75,000 under $100,000",e02400_nnz,nret_socsectot,3214006.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total Social Security benefits,17in14ar.xls,BR
10,"$75,000 under $100,000",c02500,socsectaxable,64116496000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable Social Security benefits,17in14ar.xls,BU
10,"$75,000 under $100,000",c02500_nnz,nret_socsectaxable,3213007.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable Social Security benefits,17in14ar.xls,BT
10,"$75,000 under $100,000",e26270pos,partnerscorpinc,18152097000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net income,17in14ar.xls,BE
10,"$75,000 under $100,000",e26270pos_nnz,nret_partnerscorpinc,642516.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net income,17in14ar.xls,BD
10,"$75,000 under $100,000",e26270neg,partnerscorploss,-3622695000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net loss,17in14ar.xls,BG
10,"$75,000 under $100,000",e26270neg_nnz,nret_partnerscorploss,311410.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net loss,17in14ar.xls,BF
10,"$75,000 under $100,000",c17000,id_medical_capped,15143374000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, capped",17in21id.xls,BN
10,"$75,000 under $100,000",c17000_nnz,nret_id_medical_capped,1490416.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, capped",17in21id.xls,BM
10,"$75,000 under $100,000",c18300,id_taxpaid,53779029000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Taxes paid deduction,17in21id.xls,BT
10,"$75,000 under $100,000",c18300_nnz,nret_id_taxpaid,7122807.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxes paid deduction,17in21id.xls,BS
10,"$75,000 under $100,000",c19200,id_intpaid,42084075000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Interest paid deduction,17in21id.xls,CH
10,"$75,000 under $100,000",c19200_nnz,nret_id_intpaid,5491312.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with interest paid deduction,17in21id.xls,CG
10,"$75,000 under $100,000",c19700,id_contributions,21105908000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Contributions deduction,17in21id.xls,CV
10,"$75,000 under $100,000",c19700_nnz,nret_id_contributions,5729229.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with contributions deduction,17in21id.xls,CU
10,"$75,000 under $100,000",c04800,ti,820354914000.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Taxable income,17in12ms.xls,J
10,"$75,000 under $100,000",c04800_nnz,nret_ti,13458805.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with taxable income,17in12ms.xls,I
10,"$75,000 under $100,000",c09200,taxac,112966329000.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Income tax after credits,17in12ms.xls,L
10,"$75,000 under $100,000",c09200_nnz,nret_taxac,13213827.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with income tax after credits,17in12ms.xls,K
11,"$100,000 under $200,000",nret_all,nret_all,19951450.0,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Number of returns,17in11si.xls,B
11,"$100,000 under $200,000",mars1,nret_single,3243701.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of single persons,17in12ms.xls,BB
11,"$100,000 under $200,000",mars2,nret_mfjss,15538630.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing jointly and returns of surviving spouses,17in12ms.xls,O
11,"$100,000 under $200,000",mars3,nret_mfs,271847.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately,17in12ms.xls,AB
11,"$100,000 under $200,000",mars4,nret_hoh,897273.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of heads of households,17in12ms.xls,AO
11,"$100,000 under $200,000",c00100,agi,2707840958000.0,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Adjusted gross income less deficit,17in11si.xls,D
11,"$100,000 under $200,000",e00200,wages,2015029480000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Salaries and wages,17in14ar.xls,G
11,"$100,000 under $200,000",e00200_nnz,nret_wages,17460941.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with salaries and wages,17in14ar.xls,F
11,"$100,000 under $200,000",e00300,taxint,14295833000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable interest,17in14ar.xls,I
11,"$100,000 under $200,000",e00300_nnz,nret_taxint,11121958.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable interest,17in14ar.xls,H
11,"$100,000 under $200,000",e00600,orddiv,46748395000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Ordinary dividends,17in14ar.xls,M
11,"$100,000 under $200,000",e00600_nnz,nret_orddiv,7416984.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with ordinary dividends,17in14ar.xls,L
11,"$100,000 under $200,000",c01000pos,cggross,66274073000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital gains gross taxable,17in14ar.xls,AA
11,"$100,000 under $200,000",c01000pos_nnz,nret_cggross,3748985.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gains gross taxable,17in14ar.xls,Z
11,"$100,000 under $200,000",c01000neg,cgloss,-4040570000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital loss taxable,17in14ar.xls,AC
11,"$100,000 under $200,000",c01000neg_nnz,nret_cgloss,1802059.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital loss taxable,17in14ar.xls,AB
11,"$100,000 under $200,000",e01500,pensions,372883554000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total pensions and annuities (including nontaxable),17in14ar.xls,AK
11,"$100,000 under $200,000",e01500_nnz,nret_pensions,6326557.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total pensions and annuities (including nontaxable),17in14ar.xls,AJ
11,"$100,000 under $200,000",e02400,socsectot,117674183000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total Social Security benefits,17in14ar.xls,BS
11,"$100,000 under $200,000",e02400_nnz,nret_socsectot,4234271.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total Social Security benefits,17in14ar.xls,BR
11,"$100,000 under $200,000",c02500,socsectaxable,99970116000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable Social Security benefits,17in14ar.xls,BU
11,"$100,000 under $200,000",c02500_nnz,nret_socsectaxable,4234224.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable Social Security benefits,17in14ar.xls,BT
11,"$100,000 under $200,000",e26270pos,partnerscorpinc,71515726000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net income,17in14ar.xls,BE
11,"$100,000 under $200,000",e26270pos_nnz,nret_partnerscorpinc,1646657.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net income,17in14ar.xls,BD
11,"$100,000 under $200,000",e26270neg,partnerscorploss,-10487846000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net loss,17in14ar.xls,BG
11,"$100,000 under $200,000",e26270neg_nnz,nret_partnerscorploss,701622.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net loss,17in14ar.xls,BF
11,"$100,000 under $200,000",c17000,id_medical_capped,20972018000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, capped",17in21id.xls,BN
11,"$100,000 under $200,000",c17000_nnz,nret_id_medical_capped,1821297.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, capped",17in21id.xls,BM
11,"$100,000 under $200,000",c18300,id_taxpaid,173508491000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Taxes paid deduction,17in21id.xls,BT
11,"$100,000 under $200,000",c18300_nnz,nret_id_taxpaid,15093063.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxes paid deduction,17in21id.xls,BS
11,"$100,000 under $200,000",c19200,id_intpaid,108901809000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Interest paid deduction,17in21id.xls,CH
11,"$100,000 under $200,000",c19200_nnz,nret_id_intpaid,12252685.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with interest paid deduction,17in21id.xls,CG
11,"$100,000 under $200,000",c19700,id_contributions,57104129000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Contributions deduction,17in21id.xls,CV
11,"$100,000 under $200,000",c19700_nnz,nret_id_contributions,12971310.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with contributions deduction,17in21id.xls,CU
11,"$100,000 under $200,000",c04800,ti,2040315252000.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Taxable income,17in12ms.xls,J
11,"$100,000 under $200,000",c04800_nnz,nret_ti,19908357.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with taxable income,17in12ms.xls,I
11,"$100,000 under $200,000",c09200,taxac,340958752000.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Income tax after credits,17in12ms.xls,L
11,"$100,000 under $200,000",c09200_nnz,nret_taxac,19784344.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns with income tax after credits,17in12ms.xls,K
12,"$200,000 under $500,000",nret_all,nret_all,6215046.0,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Number of returns,17in11si.xls,B
12,"$200,000 under $500,000",mars1,nret_single,699528.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of single persons,17in12ms.xls,BB
12,"$200,000 under $500,000",mars2,nret_mfjss,5303488.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing jointly and returns of surviving spouses,17in12ms.xls,O
12,"$200,000 under $500,000",mars3,nret_mfs,51414.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of married persons filing separately,17in12ms.xls,AB
12,"$200,000 under $500,000",mars4,nret_hoh,160616.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Number of returns of heads of households,17in12ms.xls,AO
12,"$200,000 under $500,000",c00100,agi,1770815570000.0,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income",Adjusted gross income less deficit,17in11si.xls,D
12,"$200,000 under $500,000",e00200,wages,1206754121000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Salaries and wages,17in14ar.xls,G
12,"$200,000 under $500,000",e00200_nnz,nret_wages,5511434.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with salaries and wages,17in14ar.xls,F
12,"$200,000 under $500,000",e00300,taxint,14390980000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable interest,17in14ar.xls,I
12,"$200,000 under $500,000",e00300_nnz,nret_taxint,4755311.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable interest,17in14ar.xls,H
12,"$200,000 under $500,000",e00600,orddiv,53605486000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Ordinary dividends,17in14ar.xls,M
12,"$200,000 under $500,000",e00600_nnz,nret_orddiv,3869169.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with ordinary dividends,17in14ar.xls,L
12,"$200,000 under $500,000",c01000pos,cggross,109971765000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital gains gross taxable,17in14ar.xls,AA
12,"$200,000 under $500,000",c01000pos_nnz,nret_cggross,2366587.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital gains gross taxable,17in14ar.xls,Z
12,"$200,000 under $500,000",c01000neg,cgloss,-2397176000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Capital loss taxable,17in14ar.xls,AC
12,"$200,000 under $500,000",c01000neg_nnz,nret_cgloss,1032204.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with capital loss taxable,17in14ar.xls,AB
12,"$200,000 under $500,000",e01500,pensions,195414646000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total pensions and annuities (including nontaxable),17in14ar.xls,AK
12,"$200,000 under $500,000",e01500_nnz,nret_pensions,1838752.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total pensions and annuities (including nontaxable),17in14ar.xls,AJ
12,"$200,000 under $500,000",e02400,socsectot,36219795000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Total Social Security benefits,17in14ar.xls,BS
12,"$200,000 under $500,000",e02400_nnz,nret_socsectot,1146717.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with total Social Security benefits,17in14ar.xls,BR
12,"$200,000 under $500,000",c02500,socsectaxable,30785150000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Taxable Social Security benefits,17in14ar.xls,BU
12,"$200,000 under $500,000",c02500_nnz,nret_socsectaxable,1146531.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxable Social Security benefits,17in14ar.xls,BT
12,"$200,000 under $500,000",e26270pos,partnerscorpinc,150290571000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net income,17in14ar.xls,BE
12,"$200,000 under $500,000",e26270pos_nnz,nret_partnerscorpinc,1328248.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net income,17in14ar.xls,BD
12,"$200,000 under $500,000",e26270neg,partnerscorploss,-11619566000.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Partnership or S corporation net loss,17in14ar.xls,BG
12,"$200,000 under $500,000",e26270neg_nnz,nret_partnerscorploss,406948.0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",Number of returns with partnership or S corporation net loss,17in14ar.xls,BF
12,"$200,000 under $500,000",c17000,id_medical_capped,6097123000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Total medical expenses, capped",17in21id.xls,BN
12,"$200,000 under $500,000",c17000_nnz,nret_id_medical_capped,258702.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income","Number of returns with total medical expenses, capped",17in21id.xls,BM
12,"$200,000 under $500,000",c18300,id_taxpaid,135599463000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Taxes paid deduction,17in21id.xls,BT
12,"$200,000 under $500,000",c18300_nnz,nret_id_taxpaid,5799775.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with taxes paid deduction,17in21id.xls,BS
12,"$200,000 under $500,000",c19200,id_intpaid,58901837000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Interest paid deduction,17in21id.xls,CH
12,"$200,000 under $500,000",c19200_nnz,nret_id_intpaid,4631570.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with interest paid deduction,17in21id.xls,CG
12,"$200,000 under $500,000",c19700,id_contributions,40064781000.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Contributions deduction,17in21id.xls,CV
12,"$200,000 under $500,000",c19700_nnz,nret_id_contributions,5250599.0,"Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income",Number of returns with contributions deduction,17in21id.xls,CU
12,"$200,000 under $500,000",c04800,ti,1451487369000.0,"Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status",Taxable income,17in12ms.xls,J
