
Regrown reweighted puf, ipopt method, compared to IRS values, run on 2020-11-21

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

     common_stub     incrange         pufvar                  irsvar              target                 puf            diff  pdiff  ipdiff                                                                     column_description
782           17  $5,000,000 under $10,000,000  e26270neg_nnz  nret_partnerscorploss      7,902      7,902    -0  -0.0%   41.1%  Number of returns with partnership or S corporation net loss
113           18           $10,000,000 or more  e26270neg_nnz  nret_partnerscorploss      6,089      6,095     6   0.1%   15.1%  Number of returns with partnership or S corporation net loss

     common_stub                      incrange  pufvar             irsvar           target             puf            diff   pdiff  ipdiff              column_description
25             0                   All returns  c17000  id_medical_capped  102,533,387,000  95,510,618,000  -7,022,769,000   -6.8%   -4.8%  Total medical expenses, capped
4              1                  Under $5,000  c17000  id_medical_capped    2,083,179,000     347,072,880  -1,736,106,120  -83.3%  -98.8%  Total medical expenses, capped
3              2          $5,000 under $10,000  c17000  id_medical_capped    2,740,757,000     299,710,236  -2,441,046,764  -89.1%  -98.3%  Total medical expenses, capped
12             3         $10,000 under $15,000  c17000  id_medical_capped    4,125,665,000   2,168,948,157  -1,956,716,843  -47.4%  -63.2%  Total medical expenses, capped
15             4         $15,000 under $20,000  c17000  id_medical_capped    3,751,696,000   2,785,456,288    -966,239,712  -25.8%  -18.8%  Total medical expenses, capped
445            5         $20,000 under $25,000  c17000  id_medical_capped    5,229,600,000   5,224,370,348      -5,229,652   -0.1%  -35.7%  Total medical expenses, capped
532            6         $25,000 under $30,000  c17000  id_medical_capped    4,945,427,000   4,950,372,475       4,945,475    0.1%   -0.0%  Total medical expenses, capped
590            7         $30,000 under $40,000  c17000  id_medical_capped    8,597,500,000   8,606,097,569       8,597,569    0.1%   -3.1%  Total medical expenses, capped
589            8         $40,000 under $50,000  c17000  id_medical_capped    7,853,577,000   7,861,430,643       7,853,643    0.1%    8.9%  Total medical expenses, capped
245            9         $50,000 under $75,000  c17000  id_medical_capped   20,123,676,000  20,143,799,878      20,123,878    0.1%    6.7%  Total medical expenses, capped
195           10        $75,000 under $100,000  c17000  id_medical_capped   15,143,374,000  15,158,517,527      15,143,527    0.1%   10.5%  Total medical expenses, capped
525           11       $100,000 under $200,000  c17000  id_medical_capped   20,972,018,000  20,992,990,222      20,972,222    0.1%    4.0%  Total medical expenses, capped
294           12       $200,000 under $500,000  c17000  id_medical_capped    6,097,123,000   6,103,220,184       6,097,184    0.1%   12.1%  Total medical expenses, capped
461           13     $500,000 under $1,000,000  c17000  id_medical_capped      557,017,000     557,574,023         557,023    0.1%   14.4%  Total medical expenses, capped
524           14   $1,000,000 under $1,500,000  c17000  id_medical_capped      180,241,000     180,421,243         180,243    0.1%  -24.8%  Total medical expenses, capped
586           15   $1,500,000 under $2,000,000  c17000  id_medical_capped       66,152,000      66,085,847         -66,153   -0.1%  -28.3%  Total medical expenses, capped
593           16   $2,000,000 under $5,000,000  c17000  id_medical_capped       51,442,000      51,493,442          51,442    0.1%   15.1%  Total medical expenses, capped
18            17  $5,000,000 under $10,000,000  c17000  id_medical_capped       14,940,000      13,057,039      -1,882,961  -12.6%  -62.9%  Total medical expenses, capped
796           18           $10,000,000 or more  c17000  id_medical_capped                0               0               0    nan%    nan%  Total medical expenses, capped

     common_stub                      incrange      pufvar                  irsvar      target        puf      diff   pdiff  ipdiff                                     column_description
28             0                   All returns  c17000_nnz  nret_id_medical_capped  10,171,257  9,650,995  -520,262   -5.1%   -3.2%  Number of returns with total medical expenses, capped
9              1                  Under $5,000  c17000_nnz  nret_id_medical_capped     212,297     70,293  -142,004  -66.9%  -96.9%  Number of returns with total medical expenses, capped
5              2          $5,000 under $10,000  c17000_nnz  nret_id_medical_capped     306,402     83,695  -222,707  -72.7%  -95.3%  Number of returns with total medical expenses, capped
14             3         $10,000 under $15,000  c17000_nnz  nret_id_medical_capped     447,636    331,770  -115,866  -25.9%  -53.7%  Number of returns with total medical expenses, capped
24             4         $15,000 under $20,000  c17000_nnz  nret_id_medical_capped     448,125    403,824   -44,301   -9.9%  -23.8%  Number of returns with total medical expenses, capped
420            5         $20,000 under $25,000  c17000_nnz  nret_id_medical_capped     516,835    516,318      -517   -0.1%  -25.5%  Number of returns with total medical expenses, capped
550            6         $25,000 under $30,000  c17000_nnz  nret_id_medical_capped     537,846    537,308      -538   -0.1%    0.8%  Number of returns with total medical expenses, capped
512            7         $30,000 under $40,000  c17000_nnz  nret_id_medical_capped   1,014,838  1,013,823    -1,015   -0.1%   -3.8%  Number of returns with total medical expenses, capped
455            8         $40,000 under $50,000  c17000_nnz  nret_id_medical_capped     930,912    931,843       931    0.1%    9.9%  Number of returns with total medical expenses, capped
239            9         $50,000 under $75,000  c17000_nnz  nret_id_medical_capped   2,172,724  2,174,897     2,173    0.1%    8.1%  Number of returns with total medical expenses, capped
186           10        $75,000 under $100,000  c17000_nnz  nret_id_medical_capped   1,490,416  1,491,906     1,490    0.1%   16.2%  Number of returns with total medical expenses, capped
369           11       $100,000 under $200,000  c17000_nnz  nret_id_medical_capped   1,821,297  1,823,118     1,821    0.1%    7.5%  Number of returns with total medical expenses, capped
541           12       $200,000 under $500,000  c17000_nnz  nret_id_medical_capped     258,702    258,961       259    0.1%   14.7%  Number of returns with total medical expenses, capped
535           13     $500,000 under $1,000,000  c17000_nnz  nret_id_medical_capped      10,654     10,665        11    0.1%   10.8%  Number of returns with total medical expenses, capped
519           14   $1,000,000 under $1,500,000  c17000_nnz  nret_id_medical_capped       1,791      1,789        -2   -0.1%  -18.6%  Number of returns with total medical expenses, capped
599           15   $1,500,000 under $2,000,000  c17000_nnz  nret_id_medical_capped         434        434         0    0.1%    5.8%  Number of returns with total medical expenses, capped
587           16   $2,000,000 under $5,000,000  c17000_nnz  nret_id_medical_capped         317        317        -0   -0.1%   16.5%  Number of returns with total medical expenses, capped
23            17  $5,000,000 under $10,000,000  c17000_nnz  nret_id_medical_capped          30         33         3   10.6%  -20.4%  Number of returns with total medical expenses, capped
797           18           $10,000,000 or more  c17000_nnz  nret_id_medical_capped           0          0         0    nan%    nan%  Number of returns with total medical expenses, capped

     common_stub                      incrange  pufvar      irsvar           target              puf         diff  pdiff  ipdiff    column_description
673            0                   All returns  c18300  id_taxpaid  624,820,806,000  625,265,899,476  445,093,476   0.1%    2.9%  Taxes paid deduction
493            1                  Under $5,000  c18300  id_taxpaid    1,187,308,000    1,186,120,680   -1,187,320  -0.1%  -85.9%  Taxes paid deduction
616            2          $5,000 under $10,000  c18300  id_taxpaid    1,380,137,000    1,381,503,855    1,366,855   0.1%  -87.9%  Taxes paid deduction
344            3         $10,000 under $15,000  c18300  id_taxpaid    2,237,396,000    2,235,158,582   -2,237,418  -0.1%  -41.8%  Taxes paid deduction
425            4         $15,000 under $20,000  c18300  id_taxpaid    2,600,280,000    2,597,679,694   -2,600,306  -0.1%  -25.5%  Taxes paid deduction
557            5         $20,000 under $25,000  c18300  id_taxpaid    3,165,743,000    3,162,577,227   -3,165,773  -0.1%   -8.8%  Taxes paid deduction
290            6         $25,000 under $30,000  c18300  id_taxpaid    3,795,312,000    3,799,107,350    3,795,350   0.1%   10.4%  Taxes paid deduction
463            7         $30,000 under $40,000  c18300  id_taxpaid    9,995,943,000    9,985,946,958   -9,996,042  -0.1%   -1.3%  Taxes paid deduction
311            8         $40,000 under $50,000  c18300  id_taxpaid   13,372,101,000   13,385,473,234   13,372,234   0.1%    7.0%  Taxes paid deduction
180            9         $50,000 under $75,000  c18300  id_taxpaid   43,745,198,000   43,788,943,642   43,745,642   0.1%   11.4%  Taxes paid deduction
193           10        $75,000 under $100,000  c18300  id_taxpaid   53,779,029,000   53,832,808,573   53,779,573   0.1%    6.6%  Taxes paid deduction
268           11       $100,000 under $200,000  c18300  id_taxpaid  173,508,491,000  173,682,001,227  173,510,227   0.1%   10.9%  Taxes paid deduction
244           12       $200,000 under $500,000  c18300  id_taxpaid  135,599,463,000  135,735,063,822  135,600,822   0.1%   10.4%  Taxes paid deduction
196           13     $500,000 under $1,000,000  c18300  id_taxpaid   52,780,559,000   52,833,340,092   52,781,092   0.1%    4.9%  Taxes paid deduction
683           14   $1,000,000 under $1,500,000  c18300  id_taxpaid   21,061,358,000   21,074,167,752   12,809,752   0.1%    0.8%  Taxes paid deduction
413           15   $1,500,000 under $2,000,000  c18300  id_taxpaid   12,159,703,000   12,147,543,176  -12,159,824  -0.1%    2.2%  Taxes paid deduction
399           16   $2,000,000 under $5,000,000  c18300  id_taxpaid   30,750,520,000   30,781,270,826   30,750,826   0.1%   -6.3%  Taxes paid deduction
773           17  $5,000,000 under $10,000,000  c18300  id_taxpaid   16,976,859,000   16,978,511,651    1,652,651   0.0%    1.5%  Taxes paid deduction
501           18           $10,000,000 or more  c18300  id_taxpaid   46,725,407,000   46,678,681,136  -46,725,864  -0.1%  -46.6%  Taxes paid deduction

     common_stub                      incrange      pufvar           irsvar      target         puf     diff  pdiff  ipdiff                           column_description
619            0                   All returns  c18300_nnz  nret_id_taxpaid  46,431,232  46,385,357  -45,875  -0.1%    1.2%  Number of returns with taxes paid deduction
108            1                  Under $5,000  c18300_nnz  nret_id_taxpaid     252,607     252,860      253   0.1%  -64.9%  Number of returns with taxes paid deduction
613            2          $5,000 under $10,000  c18300_nnz  nret_id_taxpaid     392,535     392,144     -391  -0.1%  -81.4%  Number of returns with taxes paid deduction
456            3         $10,000 under $15,000  c18300_nnz  nret_id_taxpaid     628,196     627,568     -628  -0.1%  -34.0%  Number of returns with taxes paid deduction
411            4         $15,000 under $20,000  c18300_nnz  nret_id_taxpaid     730,378     729,648     -730  -0.1%  -20.1%  Number of returns with taxes paid deduction
522            5         $20,000 under $25,000  c18300_nnz  nret_id_taxpaid     893,381     892,488     -893  -0.1%  -16.6%  Number of returns with taxes paid deduction
418            6         $25,000 under $30,000  c18300_nnz  nret_id_taxpaid   1,075,256   1,074,181   -1,075  -0.1%   -2.1%  Number of returns with taxes paid deduction
368            7         $30,000 under $40,000  c18300_nnz  nret_id_taxpaid   2,429,959   2,427,529   -2,430  -0.1%   -4.6%  Number of returns with taxes paid deduction
320            8         $40,000 under $50,000  c18300_nnz  nret_id_taxpaid   2,945,808   2,942,862   -2,946  -0.1%   -2.3%  Number of returns with taxes paid deduction
349            9         $50,000 under $75,000  c18300_nnz  nret_id_taxpaid   7,676,815   7,669,138   -7,677  -0.1%    3.1%  Number of returns with taxes paid deduction
393           10        $75,000 under $100,000  c18300_nnz  nret_id_taxpaid   7,122,807   7,115,684   -7,123  -0.1%    0.9%  Number of returns with taxes paid deduction
289           11       $100,000 under $200,000  c18300_nnz  nret_id_taxpaid  15,093,063  15,077,970  -15,093  -0.1%    6.4%  Number of returns with taxes paid deduction
346           12       $200,000 under $500,000  c18300_nnz  nret_id_taxpaid   5,799,775   5,793,975   -5,800  -0.1%    6.6%  Number of returns with taxes paid deduction
488           13     $500,000 under $1,000,000  c18300_nnz  nret_id_taxpaid     938,552     937,613     -939  -0.1%    5.9%  Number of returns with taxes paid deduction
469           14   $1,000,000 under $1,500,000  c18300_nnz  nret_id_taxpaid     202,165     201,963     -202  -0.1%    6.3%  Number of returns with taxes paid deduction
441           15   $1,500,000 under $2,000,000  c18300_nnz  nret_id_taxpaid      81,921      81,839      -82  -0.1%   11.8%  Number of returns with taxes paid deduction
398           16   $2,000,000 under $5,000,000  c18300_nnz  nret_id_taxpaid     118,517     118,398     -119  -0.1%    4.5%  Number of returns with taxes paid deduction
732           17  $5,000,000 under $10,000,000  c18300_nnz  nret_id_taxpaid      29,894      29,885       -9  -0.0%   18.9%  Number of returns with taxes paid deduction
706           18           $10,000,000 or more  c18300_nnz  nret_id_taxpaid      19,603      19,612        9   0.0%   -1.9%  Number of returns with taxes paid deduction

     common_stub                      incrange  pufvar      irsvar           target              puf         diff  pdiff  ipdiff       column_description
658            0                   All returns  c19200  id_intpaid  313,944,112,000  314,213,933,255  269,821,255   0.1%   15.1%  Interest paid deduction
116            1                  Under $5,000  c19200  id_intpaid      905,316,000      904,410,674     -905,326  -0.1%  -95.4%  Interest paid deduction
631            2          $5,000 under $10,000  c19200  id_intpaid    1,367,400,000    1,366,077,052   -1,322,948  -0.1%  -95.6%  Interest paid deduction
377            3         $10,000 under $15,000  c19200  id_intpaid    2,112,627,000    2,110,514,352   -2,112,648  -0.1%  -44.4%  Interest paid deduction
387            4         $15,000 under $20,000  c19200  id_intpaid    2,678,998,000    2,676,318,975   -2,679,025  -0.1%  -36.9%  Interest paid deduction
449            5         $20,000 under $25,000  c19200  id_intpaid    2,935,335,000    2,932,399,636   -2,935,364  -0.1%  -13.2%  Interest paid deduction
724            6         $25,000 under $30,000  c19200  id_intpaid    3,508,274,000    3,509,576,814    1,302,814   0.0%   13.3%  Interest paid deduction
339            7         $30,000 under $40,000  c19200  id_intpaid    8,954,927,000    8,963,882,016    8,955,016   0.1%   16.3%  Interest paid deduction
394            8         $40,000 under $50,000  c19200  id_intpaid   12,318,979,000   12,331,298,101   12,319,101   0.1%    5.8%  Interest paid deduction
213            9         $50,000 under $75,000  c19200  id_intpaid   36,871,581,000   36,908,452,952   36,871,952   0.1%   16.8%  Interest paid deduction
155           10        $75,000 under $100,000  c19200  id_intpaid   42,084,075,000   42,126,159,508   42,084,508   0.1%   12.7%  Interest paid deduction
265           11       $100,000 under $200,000  c19200  id_intpaid  108,901,809,000  109,010,711,899  108,902,899   0.1%   22.3%  Interest paid deduction
237           12       $200,000 under $500,000  c19200  id_intpaid   58,901,837,000   58,960,739,428   58,902,428   0.1%   25.0%  Interest paid deduction
153           13     $500,000 under $1,000,000  c19200  id_intpaid   14,521,291,000   14,535,812,441   14,521,441   0.1%   19.3%  Interest paid deduction
198           14   $1,000,000 under $1,500,000  c19200  id_intpaid    3,995,393,000    3,999,388,433    3,995,433   0.1%    9.9%  Interest paid deduction
152           15   $1,500,000 under $2,000,000  c19200  id_intpaid    1,959,456,000    1,961,415,476    1,959,476   0.1%   14.8%  Interest paid deduction
595           16   $2,000,000 under $5,000,000  c19200  id_intpaid    3,928,231,000    3,924,302,741   -3,928,259  -0.1%   -8.0%  Interest paid deduction
789           17  $5,000,000 under $10,000,000  c19200  id_intpaid    1,862,252,000    1,862,279,147       27,147   0.0%  -15.1%  Interest paid deduction
440           18           $10,000,000 or more  c19200  id_intpaid    6,136,330,000    6,130,193,609   -6,136,391  -0.1%  -69.0%  Interest paid deduction

     common_stub                      incrange      pufvar           irsvar      target         puf    diff  pdiff  ipdiff                              column_description
633            0                   All returns  c19200_nnz  nret_id_intpaid  34,327,403  34,360,588  33,185   0.1%    7.5%  Number of returns with interest paid deduction
162            1                  Under $5,000  c19200_nnz  nret_id_intpaid     135,863     135,999     136   0.1%  -91.9%  Number of returns with interest paid deduction
634            2          $5,000 under $10,000  c19200_nnz  nret_id_intpaid     213,034     212,829    -205  -0.1%  -95.0%  Number of returns with interest paid deduction
457            3         $10,000 under $15,000  c19200_nnz  nret_id_intpaid     348,951     348,602    -349  -0.1%  -42.2%  Number of returns with interest paid deduction
269            4         $15,000 under $20,000  c19200_nnz  nret_id_intpaid     377,194     377,571     377   0.1%  -20.4%  Number of returns with interest paid deduction
177            5         $20,000 under $25,000  c19200_nnz  nret_id_intpaid     433,960     434,394     434   0.1%   -2.1%  Number of returns with interest paid deduction
242            6         $25,000 under $30,000  c19200_nnz  nret_id_intpaid     545,155     545,700     545   0.1%   15.7%  Number of returns with interest paid deduction
280            7         $30,000 under $40,000  c19200_nnz  nret_id_intpaid   1,420,101   1,421,521   1,420   0.1%    6.5%  Number of returns with interest paid deduction
300            8         $40,000 under $50,000  c19200_nnz  nret_id_intpaid   1,919,264   1,921,183   1,919   0.1%    3.1%  Number of returns with interest paid deduction
240            9         $50,000 under $75,000  c19200_nnz  nret_id_intpaid   5,461,028   5,466,489   5,461   0.1%    9.7%  Number of returns with interest paid deduction
219           10        $75,000 under $100,000  c19200_nnz  nret_id_intpaid   5,491,312   5,496,803   5,491   0.1%    5.7%  Number of returns with interest paid deduction
277           11       $100,000 under $200,000  c19200_nnz  nret_id_intpaid  12,252,685  12,264,938  12,253   0.1%   11.5%  Number of returns with interest paid deduction
275           12       $200,000 under $500,000  c19200_nnz  nret_id_intpaid   4,631,570   4,636,202   4,632   0.1%   12.3%  Number of returns with interest paid deduction
215           13     $500,000 under $1,000,000  c19200_nnz  nret_id_intpaid     744,611     745,356     745   0.1%    7.5%  Number of returns with interest paid deduction
200           14   $1,000,000 under $1,500,000  c19200_nnz  nret_id_intpaid     156,617     156,774     157   0.1%    8.2%  Number of returns with interest paid deduction
206           15   $1,500,000 under $2,000,000  c19200_nnz  nret_id_intpaid      63,769      63,833      64   0.1%   13.0%  Number of returns with interest paid deduction
228           16   $2,000,000 under $5,000,000  c19200_nnz  nret_id_intpaid      92,410      92,502      92   0.1%    5.2%  Number of returns with interest paid deduction
780           17  $5,000,000 under $10,000,000  c19200_nnz  nret_id_intpaid      23,726      23,725      -1  -0.0%   17.7%  Number of returns with interest paid deduction
125           18           $10,000,000 or more  c19200_nnz  nret_id_intpaid      16,151      16,167      16   0.1%   -0.9%  Number of returns with interest paid deduction

     common_stub                      incrange  pufvar            irsvar           target              puf          diff   pdiff  ipdiff       column_description
635            0                   All returns  c19700  id_contributions  256,064,685,000  255,818,230,271  -246,454,729   -0.1%   -1.5%  Contributions deduction
2              1                  Under $5,000  c19700  id_contributions      105,239,000      243,266,559   138,027,559  131.2%  -61.1%  Contributions deduction
7              2          $5,000 under $10,000  c19700  id_contributions      425,639,000      135,766,944  -289,872,056  -68.1%  -93.1%  Contributions deduction
27             3         $10,000 under $15,000  c19700  id_contributions      774,188,000      814,589,389    40,401,389    5.2%  -34.6%  Contributions deduction
16             4         $15,000 under $20,000  c19700  id_contributions    1,143,844,000      871,097,171  -272,746,829  -23.8%  -33.5%  Contributions deduction
496            5         $20,000 under $25,000  c19700  id_contributions    1,553,437,000    1,551,883,548    -1,553,452   -0.1%  -21.1%  Contributions deduction
553            6         $25,000 under $30,000  c19700  id_contributions    1,999,540,000    2,001,539,559     1,999,559    0.1%    3.5%  Contributions deduction
487            7         $30,000 under $40,000  c19700  id_contributions    5,153,077,000    5,158,230,128     5,153,128    0.1%   -2.2%  Contributions deduction
467            8         $40,000 under $50,000  c19700  id_contributions    6,388,891,000    6,395,279,954     6,388,954    0.1%    4.2%  Contributions deduction
203            9         $50,000 under $75,000  c19700  id_contributions   19,356,092,000   19,375,448,287    19,356,287    0.1%   18.0%  Contributions deduction
157           10        $75,000 under $100,000  c19700  id_contributions   21,105,908,000   21,127,014,124    21,106,124    0.1%   20.9%  Contributions deduction
276           11       $100,000 under $200,000  c19700  id_contributions   57,104,129,000   57,161,233,700    57,104,700    0.1%   26.0%  Contributions deduction
185           12       $200,000 under $500,000  c19700  id_contributions   40,064,781,000   40,104,846,187    40,065,187    0.1%   22.0%  Contributions deduction
161           13     $500,000 under $1,000,000  c19700  id_contributions   17,677,496,000   17,695,173,677    17,677,677    0.1%    3.2%  Contributions deduction
274           14   $1,000,000 under $1,500,000  c19700  id_contributions    8,138,284,000    8,146,422,365     8,138,365    0.1%  -11.7%  Contributions deduction
428           15   $1,500,000 under $2,000,000  c19700  id_contributions    5,155,644,000    5,150,488,305    -5,155,695   -0.1%  -13.6%  Contributions deduction
297           16   $2,000,000 under $5,000,000  c19700  id_contributions   13,810,659,000   13,824,469,797    13,810,797    0.1%  -16.5%  Contributions deduction
775           17  $5,000,000 under $10,000,000  c19700  id_contributions    9,046,529,000    9,047,237,349       708,349    0.0%  -14.9%  Contributions deduction
415           18           $10,000,000 or more  c19700  id_contributions   47,061,305,000   47,014,243,228   -47,061,772   -0.1%  -62.7%  Contributions deduction

     common_stub                      incrange      pufvar                 irsvar      target         puf     diff  pdiff  ipdiff                              column_description
79             0                   All returns  c19700_nnz  nret_id_contributions  37,979,015  38,078,879   99,864   0.3%    3.7%  Number of returns with contributions deduction
11             1                  Under $5,000  c19700_nnz  nret_id_contributions     156,684     245,145   88,461  56.5%  -60.3%  Number of returns with contributions deduction
21             2          $5,000 under $10,000  c19700_nnz  nret_id_contributions     266,852     297,098   30,246  11.3%  -79.7%  Number of returns with contributions deduction
41             3         $10,000 under $15,000  c19700_nnz  nret_id_contributions     427,700     420,831   -6,869  -1.6%  -36.3%  Number of returns with contributions deduction
26             4         $15,000 under $20,000  c19700_nnz  nret_id_contributions     501,964     470,521  -31,443  -6.3%  -22.9%  Number of returns with contributions deduction
361            5         $20,000 under $25,000  c19700_nnz  nret_id_contributions     611,092     611,703      611   0.1%  -15.2%  Number of returns with contributions deduction
506            6         $25,000 under $30,000  c19700_nnz  nret_id_contributions     773,047     772,274     -773  -0.1%   -1.7%  Number of returns with contributions deduction
381            7         $30,000 under $40,000  c19700_nnz  nret_id_contributions   1,798,000   1,796,202   -1,798  -0.1%   -5.9%  Number of returns with contributions deduction
573            8         $40,000 under $50,000  c19700_nnz  nret_id_contributions   2,177,413   2,179,590    2,177   0.1%    0.3%  Number of returns with contributions deduction
373            9         $50,000 under $75,000  c19700_nnz  nret_id_contributions   6,000,705   5,994,704   -6,001  -0.1%    3.9%  Number of returns with contributions deduction
227           10        $75,000 under $100,000  c19700_nnz  nret_id_contributions   5,729,229   5,734,958    5,729   0.1%    4.6%  Number of returns with contributions deduction
296           11       $100,000 under $200,000  c19700_nnz  nret_id_contributions  12,971,310  12,984,281   12,971   0.1%    8.9%  Number of returns with contributions deduction
282           12       $200,000 under $500,000  c19700_nnz  nret_id_contributions   5,250,599   5,255,850    5,251   0.1%    8.6%  Number of returns with contributions deduction
175           13     $500,000 under $1,000,000  c19700_nnz  nret_id_contributions     881,904     882,786      882   0.1%    7.1%  Number of returns with contributions deduction
181           14   $1,000,000 under $1,500,000  c19700_nnz  nret_id_contributions     191,989     192,181      192   0.1%    7.8%  Number of returns with contributions deduction
201           15   $1,500,000 under $2,000,000  c19700_nnz  nret_id_contributions      78,439      78,517       78   0.1%   12.1%  Number of returns with contributions deduction
220           16   $2,000,000 under $5,000,000  c19700_nnz  nret_id_contributions     113,925     114,039      114   0.1%    5.2%  Number of returns with contributions deduction
714           17  $5,000,000 under $10,000,000  c19700_nnz  nret_id_contributions      29,024      29,036       12   0.0%   19.4%  Number of returns with contributions deduction
130           18           $10,000,000 or more  c19700_nnz  nret_id_contributions      19,142      19,161       19   0.1%   -2.3%  Number of returns with contributions deduction

     common_stub                      incrange  pufvar irsvar             target                puf            diff   pdiff  ipdiff column_description
80             0                   All returns  c04800     ti  8,008,418,180,000  8,028,666,176,581  20,247,996,581    0.3%    0.9%     Taxable income
6              1                  Under $5,000  c04800     ti        370,804,000        105,074,259    -265,729,741  -71.7%  -25.7%     Taxable income
32             2          $5,000 under $10,000  c04800     ti      3,663,625,000      3,535,816,461    -127,808,539   -3.5%  -18.1%     Taxable income
39             3         $10,000 under $15,000  c04800     ti     17,569,255,000     17,887,413,996     318,158,996    1.8%   -1.4%     Taxable income
30             4         $15,000 under $20,000  c04800     ti     42,302,838,000     40,655,709,027  -1,647,128,973   -3.9%   -9.1%     Taxable income
37             5         $20,000 under $25,000  c04800     ti     71,912,367,000     70,320,018,628  -1,592,348,372   -2.2%  -21.7%     Taxable income
685            6         $25,000 under $30,000  c04800     ti     99,462,775,000     99,522,793,499      60,018,499    0.1%   -7.5%     Taxable income
713            7         $30,000 under $40,000  c04800     ti    266,441,069,000    266,325,410,512    -115,658,488   -0.0%  -13.6%     Taxable income
63             8         $40,000 under $50,000  c04800     ti    311,873,931,000    313,855,839,535   1,981,908,535    0.6%   -7.0%     Taxable income
67             9         $50,000 under $75,000  c04800     ti    838,281,627,000    842,220,968,755   3,939,341,755    0.5%   -0.8%     Taxable income
81            10        $75,000 under $100,000  c04800     ti    820,354,914,000    822,215,916,058   1,861,002,058    0.2%   -4.1%     Taxable income
758           11       $100,000 under $200,000  c04800     ti  2,040,315,252,000  2,039,948,947,450    -366,304,550   -0.0%    4.4%     Taxable income
83            12       $200,000 under $500,000  c04800     ti  1,451,487,369,000  1,454,594,485,026   3,107,116,026    0.2%    4.8%     Taxable income
62            13     $500,000 under $1,000,000  c04800     ti    595,998,605,000    599,811,680,786   3,813,075,786    0.6%    7.3%     Taxable income
60            14   $1,000,000 under $1,500,000  c04800     ti    237,076,403,000    238,770,353,856   1,693,950,856    0.7%    8.8%     Taxable income
59            15   $1,500,000 under $2,000,000  c04800     ti    137,631,139,000    138,652,515,493   1,021,376,493    0.7%   16.3%     Taxable income
55            16   $2,000,000 under $5,000,000  c04800     ti    340,927,910,000    343,918,311,977   2,990,401,977    0.9%    9.6%     Taxable income
58            17  $5,000,000 under $10,000,000  c04800     ti    190,730,220,000    192,196,383,165   1,466,163,165    0.8%   24.8%     Taxable income
71            18           $10,000,000 or more  c04800     ti    542,018,079,000    544,128,538,098   2,110,459,098    0.4%  -23.0%     Taxable income

     common_stub                      incrange      pufvar   irsvar       target          puf     diff  pdiff  ipdiff                     column_description
66             0                   All returns  c04800_nnz  nret_ti  119,045,254  119,620,962  575,708   0.5%   -3.1%  Number of returns with taxable income
20             1                  Under $5,000  c04800_nnz  nret_ti      328,424      366,039   37,615  11.5%  -11.5%  Number of returns with taxable income
29             2          $5,000 under $10,000  c04800_nnz  nret_ti    1,971,076    2,050,815   79,739   4.0%  -12.0%  Number of returns with taxable income
36             3         $10,000 under $15,000  c04800_nnz  nret_ti    5,911,175    6,073,311  162,136   2.7%   -3.5%  Number of returns with taxable income
43             4         $15,000 under $20,000  c04800_nnz  nret_ti    6,683,526    6,789,409  105,883   1.6%   -5.2%  Number of returns with taxable income
65             5         $20,000 under $25,000  c04800_nnz  nret_ti    7,826,994    7,873,930   46,936   0.6%  -18.7%  Number of returns with taxable income
72             6         $25,000 under $30,000  c04800_nnz  nret_ti    8,044,112    8,074,553   30,441   0.4%   -1.5%  Number of returns with taxable income
78             7         $30,000 under $40,000  c04800_nnz  nret_ti   14,654,879   14,694,934   40,055   0.3%  -10.7%  Number of returns with taxable income
76             8         $40,000 under $50,000  c04800_nnz  nret_ti   11,745,319   11,781,086   35,767   0.3%   -5.6%  Number of returns with taxable income
716            9         $50,000 under $75,000  c04800_nnz  nret_ti   20,804,807   20,813,517    8,710   0.0%   -0.8%  Number of returns with taxable income
733           10        $75,000 under $100,000  c04800_nnz  nret_ti   13,458,805   13,454,655   -4,150  -0.0%   -3.6%  Number of returns with taxable income
95            11       $100,000 under $200,000  c04800_nnz  nret_ti   19,908,357   19,931,785   23,428   0.1%    5.6%  Number of returns with taxable income
89            12       $200,000 under $500,000  c04800_nnz  nret_ti    6,205,028    6,213,503    8,475   0.1%    6.4%  Number of returns with taxable income
99            13     $500,000 under $1,000,000  c04800_nnz  nret_ti    1,008,882    1,009,899    1,017   0.1%    5.7%  Number of returns with taxable income
696           14   $1,000,000 under $1,500,000  c04800_nnz  nret_ti      222,181      222,062     -119  -0.1%    6.1%  Number of returns with taxable income
728           15   $1,500,000 under $2,000,000  c04800_nnz  nret_ti       90,364       90,394       30   0.0%   13.9%  Number of returns with taxable income
86            16   $2,000,000 under $5,000,000  c04800_nnz  nret_ti      129,579      129,359     -220  -0.2%    6.1%  Number of returns with taxable income
93            17  $5,000,000 under $10,000,000  c04800_nnz  nret_ti       31,563       31,523      -40  -0.1%   20.0%  Number of returns with taxable income
742           18           $10,000,000 or more  c04800_nnz  nret_ti       20,183       20,188        5   0.0%   -0.7%  Number of returns with taxable income

     common_stub                      incrange  pufvar irsvar             target                puf           diff  pdiff   ipdiff                                              column_description
