
Regrown reweighted puf, lsq method, compared to IRS values, run on 2020-11-15

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

    common_stub     incrange         pufvar                  irsvar                 irs                  puf                 diff    pdiff  ipdiff                                                                    column_description
280            8         $40,000 under $50,000  c17000_nnz  nret_id_medical_capped     930,912   49,948,061   49,017,149  5265.5%    9.9%  Number of returns with total medical expenses, capped
314            9         $50,000 under $75,000  c17000_nnz  nret_id_medical_capped   2,172,724  109,150,419  106,977,695  4923.7%    8.1%  Number of returns with total medical expenses, capped
348           10        $75,000 under $100,000  c17000_nnz  nret_id_medical_capped   1,490,416   77,500,030   76,009,614  5099.9%   16.2%  Number of returns with total medical expenses, capped
382           11       $100,000 under $200,000  c17000_nnz  nret_id_medical_capped   1,821,297   94,802,676   92,981,379  5105.2%    7.5%  Number of returns with total medical expenses, capped
416           12       $200,000 under $500,000  c17000_nnz  nret_id_medical_capped     258,702      258,702           -0    -0.0%   14.7%  Number of returns with total medical expenses, capped
450           13     $500,000 under $1,000,000  c17000_nnz  nret_id_medical_capped      10,654      247,810      237,156  2226.0%   10.8%  Number of returns with total medical expenses, capped
484           14   $1,000,000 under $1,500,000  c17000_nnz  nret_id_medical_capped       1,791        1,791            0     0.0%  -18.6%  Number of returns with total medical expenses, capped
518           15   $1,500,000 under $2,000,000  c17000_nnz  nret_id_medical_capped         434          434           -0    -0.0%    5.8%  Number of returns with total medical expenses, capped
552           16   $2,000,000 under $5,000,000  c17000_nnz  nret_id_medical_capped         317          317           -0    -0.0%   16.5%  Number of returns with total medical expenses, capped
586           17  $5,000,000 under $10,000,000  c17000_nnz  nret_id_medical_capped          30            2          -28   -92.0%  -20.4%  Number of returns with total medical expenses, capped
620           18           $10,000,000 or more  c17000_nnz  nret_id_medical_capped           0            0            0     nan%    nan%  Number of returns with total medical expenses, capped

     common_stub                      incrange  pufvar      irsvar              irs                 puf                diff    pdiff  ipdiff    column_description
9              0                   All returns  c18300  id_taxpaid  624,820,806,000  18,017,876,741,393  17,393,055,935,393  2783.7%    2.9%  Taxes paid deduction
43             1                  Under $5,000  c18300  id_taxpaid    1,187,308,000       1,187,308,000                  -0    -0.0%  -85.9%  Taxes paid deduction
77             2          $5,000 under $10,000  c18300  id_taxpaid    1,380,137,000       7,504,149,132       6,124,012,132   443.7%  -87.9%  Taxes paid deduction
111            3         $10,000 under $15,000  c18300  id_taxpaid    2,237,396,000      58,696,886,337      56,459,490,337  2523.4%  -41.8%  Taxes paid deduction
145            4         $15,000 under $20,000  c18300  id_taxpaid    2,600,280,000      79,610,407,441      77,010,127,441  2961.6%  -25.5%  Taxes paid deduction
179            5         $20,000 under $25,000  c18300  id_taxpaid    3,165,743,000       3,165,743,000                  -0    -0.0%   -8.8%  Taxes paid deduction
213            6         $25,000 under $30,000  c18300  id_taxpaid    3,795,312,000       3,795,312,000                  -0    -0.0%   10.4%  Taxes paid deduction
247            7         $30,000 under $40,000  c18300  id_taxpaid    9,995,943,000       9,995,943,000                  -0    -0.0%   -1.3%  Taxes paid deduction
281            8         $40,000 under $50,000  c18300  id_taxpaid   13,372,101,000     707,023,669,996     693,651,568,996  5187.3%    7.0%  Taxes paid deduction
315            9         $50,000 under $75,000  c18300  id_taxpaid   43,745,198,000   2,900,909,544,375   2,857,164,346,375  6531.4%   11.4%  Taxes paid deduction
349           10        $75,000 under $100,000  c18300  id_taxpaid   53,779,029,000   2,562,976,816,365   2,509,197,787,365  4665.8%    6.6%  Taxes paid deduction
383           11       $100,000 under $200,000  c18300  id_taxpaid  173,508,491,000   8,750,535,185,030   8,577,026,694,030  4943.3%   10.9%  Taxes paid deduction
417           12       $200,000 under $500,000  c18300  id_taxpaid  135,599,463,000     135,599,463,000                  -0    -0.0%   10.4%  Taxes paid deduction
451           13     $500,000 under $1,000,000  c18300  id_taxpaid   52,780,559,000   1,895,100,669,406   1,842,320,110,406  3490.5%    4.9%  Taxes paid deduction
485           14   $1,000,000 under $1,500,000  c18300  id_taxpaid   21,061,358,000      21,061,358,000                   0     0.0%    0.8%  Taxes paid deduction
519           15   $1,500,000 under $2,000,000  c18300  id_taxpaid   12,159,703,000      12,159,703,000                  -0    -0.0%    2.2%  Taxes paid deduction
553           16   $2,000,000 under $5,000,000  c18300  id_taxpaid   30,750,520,000      30,750,520,000                   0     0.0%   -6.3%  Taxes paid deduction
587           17  $5,000,000 under $10,000,000  c18300  id_taxpaid   16,976,859,000     791,078,656,310     774,101,797,310  4559.7%    1.5%  Taxes paid deduction
621           18           $10,000,000 or more  c18300  id_taxpaid   46,725,407,000      46,725,407,000                   0     0.0%  -46.6%  Taxes paid deduction

     common_stub                      incrange      pufvar           irsvar         irs            puf           diff    pdiff  ipdiff                           column_description
10             0                   All returns  c18300_nnz  nret_id_taxpaid  46,431,232  1,756,743,647  1,710,312,415  3683.5%    1.2%  Number of returns with taxes paid deduction
44             1                  Under $5,000  c18300_nnz  nret_id_taxpaid     252,607        252,607             -0    -0.0%  -64.9%  Number of returns with taxes paid deduction
78             2          $5,000 under $10,000  c18300_nnz  nret_id_taxpaid     392,535      3,162,790      2,770,255   705.7%  -81.4%  Number of returns with taxes paid deduction
112            3         $10,000 under $15,000  c18300_nnz  nret_id_taxpaid     628,196     18,453,243     17,825,047  2837.5%  -34.0%  Number of returns with taxes paid deduction
146            4         $15,000 under $20,000  c18300_nnz  nret_id_taxpaid     730,378     26,542,965     25,812,587  3534.1%  -20.1%  Number of returns with taxes paid deduction
180            5         $20,000 under $25,000  c18300_nnz  nret_id_taxpaid     893,381        893,381             -0    -0.0%  -16.6%  Number of returns with taxes paid deduction
214            6         $25,000 under $30,000  c18300_nnz  nret_id_taxpaid   1,075,256      1,075,256             -0    -0.0%   -2.1%  Number of returns with taxes paid deduction
248            7         $30,000 under $40,000  c18300_nnz  nret_id_taxpaid   2,429,959      2,429,959             -0    -0.0%   -4.6%  Number of returns with taxes paid deduction
282            8         $40,000 under $50,000  c18300_nnz  nret_id_taxpaid   2,945,808    137,722,328    134,776,520  4575.2%   -2.3%  Number of returns with taxes paid deduction
316            9         $50,000 under $75,000  c18300_nnz  nret_id_taxpaid   7,676,815    449,258,468    441,581,653  5752.1%    3.1%  Number of returns with taxes paid deduction
350           10        $75,000 under $100,000  c18300_nnz  nret_id_taxpaid   7,122,807    321,734,477    314,611,670  4417.0%    0.9%  Number of returns with taxes paid deduction
384           11       $100,000 under $200,000  c18300_nnz  nret_id_taxpaid  15,093,063    747,596,491    732,503,428  4853.2%    6.4%  Number of returns with taxes paid deduction
418           12       $200,000 under $500,000  c18300_nnz  nret_id_taxpaid   5,799,775      5,799,775             -0    -0.0%    6.6%  Number of returns with taxes paid deduction
452           13     $500,000 under $1,000,000  c18300_nnz  nret_id_taxpaid     938,552     39,664,319     38,725,767  4126.1%    5.9%  Number of returns with taxes paid deduction
486           14   $1,000,000 under $1,500,000  c18300_nnz  nret_id_taxpaid     202,165        202,165              0     0.0%    6.3%  Number of returns with taxes paid deduction
520           15   $1,500,000 under $2,000,000  c18300_nnz  nret_id_taxpaid      81,921         81,921              0     0.0%   11.8%  Number of returns with taxes paid deduction
554           16   $2,000,000 under $5,000,000  c18300_nnz  nret_id_taxpaid     118,517        118,517             -0    -0.0%    4.5%  Number of returns with taxes paid deduction
588           17  $5,000,000 under $10,000,000  c18300_nnz  nret_id_taxpaid      29,894      1,735,382      1,705,488  5705.1%   18.9%  Number of returns with taxes paid deduction
622           18           $10,000,000 or more  c18300_nnz  nret_id_taxpaid      19,603         19,603             -0    -0.0%   -1.9%  Number of returns with taxes paid deduction

     common_stub                      incrange  pufvar      irsvar              irs                 puf                diff    pdiff  ipdiff       column_description
11             0                   All returns  c19200  id_intpaid  313,944,112,000  12,200,085,753,955  11,886,141,641,955  3786.1%   15.1%  Interest paid deduction
45             1                  Under $5,000  c19200  id_intpaid      905,316,000         905,316,000                  -0    -0.0%  -95.4%  Interest paid deduction
79             2          $5,000 under $10,000  c19200  id_intpaid    1,367,400,000       3,524,383,388       2,156,983,388   157.7%  -95.6%  Interest paid deduction
113            3         $10,000 under $15,000  c19200  id_intpaid    2,112,627,000      49,303,709,852      47,191,082,852  2233.8%  -44.4%  Interest paid deduction
147            4         $15,000 under $20,000  c19200  id_intpaid    2,678,998,000      68,460,497,071      65,781,499,071  2455.5%  -36.9%  Interest paid deduction
181            5         $20,000 under $25,000  c19200  id_intpaid    2,935,335,000       2,935,335,000                  -0    -0.0%  -13.2%  Interest paid deduction
215            6         $25,000 under $30,000  c19200  id_intpaid    3,508,274,000       3,508,274,000                  -0    -0.0%   13.3%  Interest paid deduction
249            7         $30,000 under $40,000  c19200  id_intpaid    8,954,927,000       8,954,927,000                  -0    -0.0%   16.3%  Interest paid deduction
283            8         $40,000 under $50,000  c19200  id_intpaid   12,318,979,000     660,100,208,337     647,781,229,337  5258.4%    5.8%  Interest paid deduction
317            9         $50,000 under $75,000  c19200  id_intpaid   36,871,581,000   2,421,173,506,084   2,384,301,925,084  6466.5%   16.8%  Interest paid deduction
351           10        $75,000 under $100,000  c19200  id_intpaid   42,084,075,000   2,078,147,991,843   2,036,063,916,843  4838.1%   12.7%  Interest paid deduction
385           11       $100,000 under $200,000  c19200  id_intpaid  108,901,809,000   6,181,543,372,967   6,072,641,563,967  5576.3%   22.3%  Interest paid deduction
419           12       $200,000 under $500,000  c19200  id_intpaid   58,901,837,000      58,901,837,000                  -0    -0.0%   25.0%  Interest paid deduction
453           13     $500,000 under $1,000,000  c19200  id_intpaid   14,521,291,000     565,748,798,821     551,227,507,821  3796.0%   19.3%  Interest paid deduction
487           14   $1,000,000 under $1,500,000  c19200  id_intpaid    3,995,393,000       3,995,393,000                   0     0.0%    9.9%  Interest paid deduction
521           15   $1,500,000 under $2,000,000  c19200  id_intpaid    1,959,456,000       1,959,456,000                   0     0.0%   14.8%  Interest paid deduction
555           16   $2,000,000 under $5,000,000  c19200  id_intpaid    3,928,231,000       3,928,231,000                   0     0.0%   -8.0%  Interest paid deduction
589           17  $5,000,000 under $10,000,000  c19200  id_intpaid    1,862,252,000      80,858,186,592      78,995,934,592  4242.0%  -15.1%  Interest paid deduction
623           18           $10,000,000 or more  c19200  id_intpaid    6,136,330,000       6,136,330,000                   0     0.0%  -69.0%  Interest paid deduction

     common_stub                      incrange      pufvar           irsvar         irs            puf           diff    pdiff  ipdiff                              column_description
12             0                   All returns  c19200_nnz  nret_id_intpaid  34,327,403  1,421,575,150  1,387,247,747  4041.2%    7.5%  Number of returns with interest paid deduction
46             1                  Under $5,000  c19200_nnz  nret_id_intpaid     135,863        135,863             -0    -0.0%  -91.9%  Number of returns with interest paid deduction
80             2          $5,000 under $10,000  c19200_nnz  nret_id_intpaid     213,034        479,729        266,695   125.2%  -95.0%  Number of returns with interest paid deduction
114            3         $10,000 under $15,000  c19200_nnz  nret_id_intpaid     348,951      8,286,804      7,937,853  2274.8%  -42.2%  Number of returns with interest paid deduction
148            4         $15,000 under $20,000  c19200_nnz  nret_id_intpaid     377,194     13,040,781     12,663,587  3357.3%  -20.4%  Number of returns with interest paid deduction
182            5         $20,000 under $25,000  c19200_nnz  nret_id_intpaid     433,960        433,960             -0    -0.0%   -2.1%  Number of returns with interest paid deduction
216            6         $25,000 under $30,000  c19200_nnz  nret_id_intpaid     545,155        545,155             -0    -0.0%   15.7%  Number of returns with interest paid deduction
250            7         $30,000 under $40,000  c19200_nnz  nret_id_intpaid   1,420,101      1,420,101             -0    -0.0%    6.5%  Number of returns with interest paid deduction
284            8         $40,000 under $50,000  c19200_nnz  nret_id_intpaid   1,919,264     97,364,408     95,445,144  4973.0%    3.1%  Number of returns with interest paid deduction
318            9         $50,000 under $75,000  c19200_nnz  nret_id_intpaid   5,461,028    358,729,199    353,268,171  6468.9%    9.7%  Number of returns with interest paid deduction
352           10        $75,000 under $100,000  c19200_nnz  nret_id_intpaid   5,491,312    260,735,459    255,244,147  4648.1%    5.7%  Number of returns with interest paid deduction
386           11       $100,000 under $200,000  c19200_nnz  nret_id_intpaid  12,252,685    641,531,139    629,278,454  5135.8%   11.5%  Number of returns with interest paid deduction
420           12       $200,000 under $500,000  c19200_nnz  nret_id_intpaid   4,631,570      4,631,570              0     0.0%   12.3%  Number of returns with interest paid deduction
454           13     $500,000 under $1,000,000  c19200_nnz  nret_id_intpaid     744,611     32,411,929     31,667,318  4252.9%    7.5%  Number of returns with interest paid deduction
488           14   $1,000,000 under $1,500,000  c19200_nnz  nret_id_intpaid     156,617        156,617              0     0.0%    8.2%  Number of returns with interest paid deduction
522           15   $1,500,000 under $2,000,000  c19200_nnz  nret_id_intpaid      63,769         63,769              0     0.0%   13.0%  Number of returns with interest paid deduction
556           16   $2,000,000 under $5,000,000  c19200_nnz  nret_id_intpaid      92,410         92,410              0     0.0%    5.2%  Number of returns with interest paid deduction
590           17  $5,000,000 under $10,000,000  c19200_nnz  nret_id_intpaid      23,726      1,500,105      1,476,379  6222.6%   17.7%  Number of returns with interest paid deduction
624           18           $10,000,000 or more  c19200_nnz  nret_id_intpaid      16,151         16,151              0     0.0%   -0.9%  Number of returns with interest paid deduction

     common_stub                      incrange  pufvar            irsvar              irs                puf               diff    pdiff  ipdiff       column_description
13             0                   All returns  c19700  id_contributions  256,064,685,000  7,402,812,748,886  7,146,748,063,886  2791.0%   -1.5%  Contributions deduction
47             1                  Under $5,000  c19700  id_contributions      105,239,000        242,543,120        137,304,120   130.5%  -61.1%  Contributions deduction
81             2          $5,000 under $10,000  c19700  id_contributions      425,639,000      1,302,829,452        877,190,452   206.1%  -93.1%  Contributions deduction
115            3         $10,000 under $15,000  c19700  id_contributions      774,188,000     26,768,677,937     25,994,489,937  3357.6%  -34.6%  Contributions deduction
149            4         $15,000 under $20,000  c19700  id_contributions    1,143,844,000     36,318,898,072     35,175,054,072  3075.2%  -33.5%  Contributions deduction
183            5         $20,000 under $25,000  c19700  id_contributions    1,553,437,000      1,553,437,000                 -0    -0.0%  -21.1%  Contributions deduction
217            6         $25,000 under $30,000  c19700  id_contributions    1,999,540,000      1,999,540,000                 -0    -0.0%    3.5%  Contributions deduction
251            7         $30,000 under $40,000  c19700  id_contributions    5,153,077,000      5,153,077,000                 -0    -0.0%   -2.2%  Contributions deduction
285            8         $40,000 under $50,000  c19700  id_contributions    6,388,891,000    318,421,436,723    312,032,545,723  4884.0%    4.2%  Contributions deduction
319            9         $50,000 under $75,000  c19700  id_contributions   19,356,092,000  1,105,544,590,893  1,086,188,498,893  5611.6%   18.0%  Contributions deduction
353           10        $75,000 under $100,000  c19700  id_contributions   21,105,908,000  1,085,912,540,028  1,064,806,632,028  5045.1%   20.9%  Contributions deduction
387           11       $100,000 under $200,000  c19700  id_contributions   57,104,129,000  3,270,237,392,579  3,213,133,263,579  5626.8%   26.0%  Contributions deduction
421           12       $200,000 under $500,000  c19700  id_contributions   40,064,781,000     40,064,781,000                 -0    -0.0%   22.0%  Contributions deduction
455           13     $500,000 under $1,000,000  c19700  id_contributions   17,677,496,000    918,763,380,017    901,085,884,017  5097.4%    3.2%  Contributions deduction
489           14   $1,000,000 under $1,500,000  c19700  id_contributions    8,138,284,000      8,138,284,000                  0     0.0%  -11.7%  Contributions deduction
523           15   $1,500,000 under $2,000,000  c19700  id_contributions    5,155,644,000      5,155,644,000                  0     0.0%  -13.6%  Contributions deduction
557           16   $2,000,000 under $5,000,000  c19700  id_contributions   13,810,659,000     13,810,659,000                  0     0.0%  -16.5%  Contributions deduction
591           17  $5,000,000 under $10,000,000  c19700  id_contributions    9,046,529,000    516,363,733,065    507,317,204,065  5607.9%  -14.9%  Contributions deduction
625           18           $10,000,000 or more  c19700  id_contributions   47,061,305,000     47,061,305,000                  0     0.0%  -62.7%  Contributions deduction

     common_stub                      incrange      pufvar                 irsvar         irs            puf           diff    pdiff  ipdiff                              column_description
14             0                   All returns  c19700_nnz  nret_id_contributions  37,979,015  1,421,761,184  1,383,782,169  3643.5%    3.7%  Number of returns with contributions deduction
48             1                  Under $5,000  c19700_nnz  nret_id_contributions     156,684        228,101         71,417    45.6%  -60.3%  Number of returns with contributions deduction
82             2          $5,000 under $10,000  c19700_nnz  nret_id_contributions     266,852      2,393,791      2,126,939   797.0%  -79.7%  Number of returns with contributions deduction
116            3         $10,000 under $15,000  c19700_nnz  nret_id_contributions     427,700     11,980,472     11,552,772  2701.1%  -36.3%  Number of returns with contributions deduction
150            4         $15,000 under $20,000  c19700_nnz  nret_id_contributions     501,964     17,373,054     16,871,090  3361.0%  -22.9%  Number of returns with contributions deduction
184            5         $20,000 under $25,000  c19700_nnz  nret_id_contributions     611,092        611,092             -0    -0.0%  -15.2%  Number of returns with contributions deduction
218            6         $25,000 under $30,000  c19700_nnz  nret_id_contributions     773,047        773,047             -0    -0.0%   -1.7%  Number of returns with contributions deduction
252            7         $30,000 under $40,000  c19700_nnz  nret_id_contributions   1,798,000      1,798,000             -0    -0.0%   -5.9%  Number of returns with contributions deduction
286            8         $40,000 under $50,000  c19700_nnz  nret_id_contributions   2,177,413    106,410,920    104,233,507  4787.0%    0.3%  Number of returns with contributions deduction
320            9         $50,000 under $75,000  c19700_nnz  nret_id_contributions   6,000,705    300,949,407    294,948,702  4915.2%    3.9%  Number of returns with contributions deduction
354           10        $75,000 under $100,000  c19700_nnz  nret_id_contributions   5,729,229    277,282,501    271,553,272  4739.8%    4.6%  Number of returns with contributions deduction
388           11       $100,000 under $200,000  c19700_nnz  nret_id_contributions  12,971,310    657,363,844    644,392,534  4967.8%    8.9%  Number of returns with contributions deduction
422           12       $200,000 under $500,000  c19700_nnz  nret_id_contributions   5,250,599      5,250,599             -0    -0.0%    8.6%  Number of returns with contributions deduction
456           13     $500,000 under $1,000,000  c19700_nnz  nret_id_contributions     881,904     37,226,180     36,344,276  4121.1%    7.1%  Number of returns with contributions deduction
490           14   $1,000,000 under $1,500,000  c19700_nnz  nret_id_contributions     191,989        191,989              0     0.0%    7.8%  Number of returns with contributions deduction
524           15   $1,500,000 under $2,000,000  c19700_nnz  nret_id_contributions      78,439         78,439              0     0.0%   12.1%  Number of returns with contributions deduction
558           16   $2,000,000 under $5,000,000  c19700_nnz  nret_id_contributions     113,925        113,925              0     0.0%    5.2%  Number of returns with contributions deduction
592           17  $5,000,000 under $10,000,000  c19700_nnz  nret_id_contributions      29,024      1,716,681      1,687,657  5814.7%   19.4%  Number of returns with contributions deduction
626           18           $10,000,000 or more  c19700_nnz  nret_id_contributions      19,142         19,142              0     0.0%   -2.3%  Number of returns with contributions deduction


3. Detailed report on variable mappings

           pufvar                  irsvar                                                                                                                                                        table_description                                                                    column_description           src excel_column
0        nret_all                nret_all                                                            Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income                                                                     Number of returns  17in11si.xls            B
1           mars1             nret_single                                        Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status                                                   Number of returns of single persons  17in12ms.xls           BB
2           mars2              nret_mfjss                                        Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status  Number of returns of married persons filing jointly and returns of surviving spouses  17in12ms.xls            O
3           mars3                nret_mfs                                        Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status                                Number of returns of married persons filing separately  17in12ms.xls           AB
4           mars4                nret_hoh                                        Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status                                              Number of returns of heads of households  17in12ms.xls           AO
5          c00100                     agi                                                            Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income                                                    Adjusted gross income less deficit  17in11si.xls            D
6          e00200                   wages                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                                    Salaries and wages  17in14ar.xls            G
7      e00200_nnz              nret_wages                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                             Number of returns with salaries and wages  17in14ar.xls            F
8          e00300                  taxint                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                                      Taxable interest  17in14ar.xls            I
9      e00300_nnz             nret_taxint                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                               Number of returns with taxable interest  17in14ar.xls            H
10         e00600                  orddiv                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                                    Ordinary dividends  17in14ar.xls            M
11     e00600_nnz             nret_orddiv                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                             Number of returns with ordinary dividends  17in14ar.xls            L
12      c01000pos                 cggross                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                           Capital gains gross taxable  17in14ar.xls           AA
13  c01000pos_nnz            nret_cggross                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                    Number of returns with capital gains gross taxable  17in14ar.xls            Z
14      c01000neg                  cgloss                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                                  Capital loss taxable  17in14ar.xls           AC
15  c01000neg_nnz             nret_cgloss                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                           Number of returns with capital loss taxable  17in14ar.xls           AB
16         e01500                pensions                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                   Total pensions and annuities (including nontaxable)  17in14ar.xls           AK
17     e01500_nnz           nret_pensions                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income            Number of returns with total pensions and annuities (including nontaxable)  17in14ar.xls           AJ
18         e02400               socsectot                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                        Total Social Security benefits  17in14ar.xls           BS
19     e02400_nnz          nret_socsectot                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                 Number of returns with total Social Security benefits  17in14ar.xls           BR
20         c02500           socsectaxable                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                      Taxable Social Security benefits  17in14ar.xls           BU
21     c02500_nnz      nret_socsectaxable                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                               Number of returns with taxable Social Security benefits  17in14ar.xls           BT
22      e26270pos         partnerscorpinc                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                               Partnership or S corporation net income  17in14ar.xls           BE
23  e26270pos_nnz    nret_partnerscorpinc                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                        Number of returns with partnership or S corporation net income  17in14ar.xls           BD
24      e26270neg        partnerscorploss                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                 Partnership or S corporation net loss  17in14ar.xls           BG
25  e26270neg_nnz   nret_partnerscorploss                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                          Number of returns with partnership or S corporation net loss  17in14ar.xls           BF
26         c17000       id_medical_capped  Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income                                                        Total medical expenses, capped  17in21id.xls           BN
27     c17000_nnz  nret_id_medical_capped  Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income                                 Number of returns with total medical expenses, capped  17in21id.xls           BM
28         c18300              id_taxpaid  Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income                                                                  Taxes paid deduction  17in21id.xls           BT
29     c18300_nnz         nret_id_taxpaid  Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income                                           Number of returns with taxes paid deduction  17in21id.xls           BS
30         c19200              id_intpaid  Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income                                                               Interest paid deduction  17in21id.xls           CH
31     c19200_nnz         nret_id_intpaid  Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income                                        Number of returns with interest paid deduction  17in21id.xls           CG
32         c19700        id_contributions  Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income                                                               Contributions deduction  17in21id.xls           CV
33     c19700_nnz   nret_id_contributions  Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income                                        Number of returns with contributions deduction  17in21id.xls           CU
