
Regrown reweighted puf, ipopt method, compared to IRS values, run on 2020-11-20

Data are for filers only, using IRS filing requirements plus estimates of likely filing.

This report is in 3 sections:
  1. Summary report for all variables, summarized over all filers
  2. Detailed report by AGI range for each variable
  3. Table that provides details on puf variables and their mappings to irs data

1. Summary report for all variables, summarized over all filers:

     common_stub     incrange         pufvar              target                 puf            diff  pdiff  ipdiff                                                                     column_description
265            7         $30,000 under $40,000  c19200_nnz   1,420,101   1,421,521   1,420   0.1%    6.5%  Number of returns with interest paid deduction
285            8         $40,000 under $50,000  c19200_nnz   1,919,264   1,921,183   1,919   0.1%    3.1%  Number of returns with interest paid deduction
225            9         $50,000 under $75,000  c19200_nnz   5,461,028   5,466,489   5,461   0.1%    9.7%  Number of returns with interest paid deduction
204           10        $75,000 under $100,000  c19200_nnz   5,491,312   5,496,803   5,491   0.1%    5.7%  Number of returns with interest paid deduction
262           11       $100,000 under $200,000  c19200_nnz  12,252,685  12,264,938  12,253   0.1%   11.5%  Number of returns with interest paid deduction
260           12       $200,000 under $500,000  c19200_nnz   4,631,570   4,636,202   4,632   0.1%   12.3%  Number of returns with interest paid deduction
200           13     $500,000 under $1,000,000  c19200_nnz     744,611     745,356     745   0.1%    7.5%  Number of returns with interest paid deduction
185           14   $1,000,000 under $1,500,000  c19200_nnz     156,617     156,774     157   0.1%    8.2%  Number of returns with interest paid deduction
191           15   $1,500,000 under $2,000,000  c19200_nnz      63,769      63,833      64   0.1%   13.0%  Number of returns with interest paid deduction
213           16   $2,000,000 under $5,000,000  c19200_nnz      92,410      92,502      92   0.1%    5.2%  Number of returns with interest paid deduction
743           17  $5,000,000 under $10,000,000  c19200_nnz      23,726      23,725      -1  -0.0%   17.7%  Number of returns with interest paid deduction
110           18           $10,000,000 or more  c19200_nnz      16,151      16,167      16   0.1%   -0.9%  Number of returns with interest paid deduction

     common_stub                      incrange  pufvar           target              puf          diff   pdiff  ipdiff       column_description
611            0                   All returns  c19700  256,064,685,000  255,818,230,271  -246,454,729   -0.1%   -1.5%  Contributions deduction
2              1                  Under $5,000  c19700      105,239,000      243,266,559   138,027,559  131.2%  -61.1%  Contributions deduction
7              2          $5,000 under $10,000  c19700      425,639,000      135,766,944  -289,872,056  -68.1%  -93.1%  Contributions deduction
27             3         $10,000 under $15,000  c19700      774,188,000      814,589,389    40,401,389    5.2%  -34.6%  Contributions deduction
16             4         $15,000 under $20,000  c19700    1,143,844,000      871,097,171  -272,746,829  -23.8%  -33.5%  Contributions deduction
477            5         $20,000 under $25,000  c19700    1,553,437,000    1,551,883,548    -1,553,452   -0.1%  -21.1%  Contributions deduction
533            6         $25,000 under $30,000  c19700    1,999,540,000    2,001,539,559     1,999,559    0.1%    3.5%  Contributions deduction
468            7         $30,000 under $40,000  c19700    5,153,077,000    5,158,230,128     5,153,128    0.1%   -2.2%  Contributions deduction
448            8         $40,000 under $50,000  c19700    6,388,891,000    6,395,279,954     6,388,954    0.1%    4.2%  Contributions deduction
188            9         $50,000 under $75,000  c19700   19,356,092,000   19,375,448,287    19,356,287    0.1%   18.0%  Contributions deduction
142           10        $75,000 under $100,000  c19700   21,105,908,000   21,127,014,124    21,106,124    0.1%   20.9%  Contributions deduction
261           11       $100,000 under $200,000  c19700   57,104,129,000   57,161,233,700    57,104,700    0.1%   26.0%  Contributions deduction
170           12       $200,000 under $500,000  c19700   40,064,781,000   40,104,846,187    40,065,187    0.1%   22.0%  Contributions deduction
146           13     $500,000 under $1,000,000  c19700   17,677,496,000   17,695,173,677    17,677,677    0.1%    3.2%  Contributions deduction
259           14   $1,000,000 under $1,500,000  c19700    8,138,284,000    8,146,422,365     8,138,365    0.1%  -11.7%  Contributions deduction
411           15   $1,500,000 under $2,000,000  c19700    5,155,644,000    5,150,488,305    -5,155,695   -0.1%  -13.6%  Contributions deduction
282           16   $2,000,000 under $5,000,000  c19700   13,810,659,000   13,824,469,797    13,810,797    0.1%  -16.5%  Contributions deduction
737           17  $5,000,000 under $10,000,000  c19700    9,046,529,000    9,047,237,349       708,349    0.0%  -14.9%  Contributions deduction
400           18           $10,000,000 or more  c19700   47,061,305,000   47,014,243,228   -47,061,772   -0.1%  -62.7%  Contributions deduction

     common_stub                      incrange      pufvar      target         puf     diff  pdiff  ipdiff                              column_description
78             0                   All returns  c19700_nnz  37,979,015  38,078,879   99,864   0.3%    3.7%  Number of returns with contributions deduction
11             1                  Under $5,000  c19700_nnz     156,684     245,145   88,461  56.5%  -60.3%  Number of returns with contributions deduction
21             2          $5,000 under $10,000  c19700_nnz     266,852     297,098   30,246  11.3%  -79.7%  Number of returns with contributions deduction
41             3         $10,000 under $15,000  c19700_nnz     427,700     420,831   -6,869  -1.6%  -36.3%  Number of returns with contributions deduction
26             4         $15,000 under $20,000  c19700_nnz     501,964     470,521  -31,443  -6.3%  -22.9%  Number of returns with contributions deduction
346            5         $20,000 under $25,000  c19700_nnz     611,092     611,703      611   0.1%  -15.2%  Number of returns with contributions deduction
486            6         $25,000 under $30,000  c19700_nnz     773,047     772,274     -773  -0.1%   -1.7%  Number of returns with contributions deduction
366            7         $30,000 under $40,000  c19700_nnz   1,798,000   1,796,202   -1,798  -0.1%   -5.9%  Number of returns with contributions deduction
552            8         $40,000 under $50,000  c19700_nnz   2,177,413   2,179,590    2,177   0.1%    0.3%  Number of returns with contributions deduction
358            9         $50,000 under $75,000  c19700_nnz   6,000,705   5,994,704   -6,001  -0.1%    3.9%  Number of returns with contributions deduction
212           10        $75,000 under $100,000  c19700_nnz   5,729,229   5,734,958    5,729   0.1%    4.6%  Number of returns with contributions deduction
281           11       $100,000 under $200,000  c19700_nnz  12,971,310  12,984,281   12,971   0.1%    8.9%  Number of returns with contributions deduction
267           12       $200,000 under $500,000  c19700_nnz   5,250,599   5,255,850    5,251   0.1%    8.6%  Number of returns with contributions deduction
160           13     $500,000 under $1,000,000  c19700_nnz     881,904     882,786      882   0.1%    7.1%  Number of returns with contributions deduction
166           14   $1,000,000 under $1,500,000  c19700_nnz     191,989     192,181      192   0.1%    7.8%  Number of returns with contributions deduction
186           15   $1,500,000 under $2,000,000  c19700_nnz      78,439      78,517       78   0.1%   12.1%  Number of returns with contributions deduction
205           16   $2,000,000 under $5,000,000  c19700_nnz     113,925     114,039      114   0.1%    5.2%  Number of returns with contributions deduction
684           17  $5,000,000 under $10,000,000  c19700_nnz      29,024      29,036       12   0.0%   19.4%  Number of returns with contributions deduction
115           18           $10,000,000 or more  c19700_nnz      19,142      19,161       19   0.1%   -2.3%  Number of returns with contributions deduction

     common_stub                      incrange  pufvar             target                puf            diff   pdiff  ipdiff column_description
79             0                   All returns  c04800  8,008,418,180,000  8,028,666,172,134  20,247,992,134    0.3%    0.9%     Taxable income
6              1                  Under $5,000  c04800        370,804,000        105,069,812    -265,734,188  -71.7%  -25.7%     Taxable income
32             2          $5,000 under $10,000  c04800      3,663,625,000      3,535,816,461    -127,808,539   -3.5%  -18.1%     Taxable income
39             3         $10,000 under $15,000  c04800     17,569,255,000     17,887,413,996     318,158,996    1.8%   -1.4%     Taxable income
30             4         $15,000 under $20,000  c04800     42,302,838,000     40,655,709,027  -1,647,128,973   -3.9%   -9.1%     Taxable income
37             5         $20,000 under $25,000  c04800     71,912,367,000     70,320,018,628  -1,592,348,372   -2.2%  -21.7%     Taxable income
660            6         $25,000 under $30,000  c04800     99,462,775,000     99,522,793,499      60,018,499    0.1%   -7.5%     Taxable income
683            7         $30,000 under $40,000  c04800    266,441,069,000    266,325,410,512    -115,658,488   -0.0%  -13.6%     Taxable income
63             8         $40,000 under $50,000  c04800    311,873,931,000    313,855,839,535   1,981,908,535    0.6%   -7.0%     Taxable income
67             9         $50,000 under $75,000  c04800    838,281,627,000    842,220,968,755   3,939,341,755    0.5%   -0.8%     Taxable income
80            10        $75,000 under $100,000  c04800    820,354,914,000    822,215,916,058   1,861,002,058    0.2%   -4.1%     Taxable income
720           11       $100,000 under $200,000  c04800  2,040,315,252,000  2,039,948,947,450    -366,304,550   -0.0%    4.4%     Taxable income
82            12       $200,000 under $500,000  c04800  1,451,487,369,000  1,454,594,485,026   3,107,116,026    0.2%    4.8%     Taxable income
62            13     $500,000 under $1,000,000  c04800    595,998,605,000    599,811,680,786   3,813,075,786    0.6%    7.3%     Taxable income
60            14   $1,000,000 under $1,500,000  c04800    237,076,403,000    238,770,353,856   1,693,950,856    0.7%    8.8%     Taxable income
59            15   $1,500,000 under $2,000,000  c04800    137,631,139,000    138,652,515,493   1,021,376,493    0.7%   16.3%     Taxable income
55            16   $2,000,000 under $5,000,000  c04800    340,927,910,000    343,918,311,977   2,990,401,977    0.9%    9.6%     Taxable income
58            17  $5,000,000 under $10,000,000  c04800    190,730,220,000    192,196,383,165   1,466,163,165    0.8%   24.8%     Taxable income
70            18           $10,000,000 or more  c04800    542,018,079,000    544,128,538,098   2,110,459,098    0.4%  -23.0%     Taxable income

     common_stub                      incrange      pufvar       target          puf     diff  pdiff  ipdiff                     column_description
66             0                   All returns  c04800_nnz  119,045,254  119,620,954  575,700   0.5%   -3.1%  Number of returns with taxable income
20             1                  Under $5,000  c04800_nnz      328,424      366,031   37,607  11.5%  -11.5%  Number of returns with taxable income
29             2          $5,000 under $10,000  c04800_nnz    1,971,076    2,050,815   79,739   4.0%  -12.0%  Number of returns with taxable income
36             3         $10,000 under $15,000  c04800_nnz    5,911,175    6,073,311  162,136   2.7%   -3.5%  Number of returns with taxable income
43             4         $15,000 under $20,000  c04800_nnz    6,683,526    6,789,409  105,883   1.6%   -5.2%  Number of returns with taxable income
65             5         $20,000 under $25,000  c04800_nnz    7,826,994    7,873,930   46,936   0.6%  -18.7%  Number of returns with taxable income
71             6         $25,000 under $30,000  c04800_nnz    8,044,112    8,074,553   30,441   0.4%   -1.5%  Number of returns with taxable income
77             7         $30,000 under $40,000  c04800_nnz   14,654,879   14,694,934   40,055   0.3%  -10.7%  Number of returns with taxable income
75             8         $40,000 under $50,000  c04800_nnz   11,745,319   11,781,086   35,767   0.3%   -5.6%  Number of returns with taxable income
686            9         $50,000 under $75,000  c04800_nnz   20,804,807   20,813,517    8,710   0.0%   -0.8%  Number of returns with taxable income
701           10        $75,000 under $100,000  c04800_nnz   13,458,805   13,454,655   -4,150  -0.0%   -3.6%  Number of returns with taxable income
87            11       $100,000 under $200,000  c04800_nnz   19,908,357   19,931,785   23,428   0.1%    5.6%  Number of returns with taxable income
84            12       $200,000 under $500,000  c04800_nnz    6,205,028    6,213,503    8,475   0.1%    6.4%  Number of returns with taxable income
88            13     $500,000 under $1,000,000  c04800_nnz    1,008,882    1,009,899    1,017   0.1%    5.7%  Number of returns with taxable income
670           14   $1,000,000 under $1,500,000  c04800_nnz      222,181      222,062     -119  -0.1%    6.1%  Number of returns with taxable income
697           15   $1,500,000 under $2,000,000  c04800_nnz       90,364       90,394       30   0.0%   13.9%  Number of returns with taxable income
83            16   $2,000,000 under $5,000,000  c04800_nnz      129,579      129,359     -220  -0.2%    6.1%  Number of returns with taxable income
86            17  $5,000,000 under $10,000,000  c04800_nnz       31,563       31,523      -40  -0.1%   20.0%  Number of returns with taxable income
707           18           $10,000,000 or more  c04800_nnz       20,183       20,188        5   0.0%   -0.7%  Number of returns with taxable income

     common_stub                      incrange  pufvar             target                puf           diff  pdiff   ipdiff                                              column_description
89             0                   All returns  c05800  1,662,837,203,000  1,664,502,868,612  1,665,665,612   0.1%     2.1%  Income tax before credits (IRS definition, not PUF definition)
8              1                  Under $5,000  c05800        293,393,000        489,992,768    196,599,768  67.0%  1466.4%  Income tax before credits (IRS definition, not PUF definition)
681            2          $5,000 under $10,000  c05800        413,829,000        413,645,349       -183,651  -0.0%    11.3%  Income tax before credits (IRS definition, not PUF definition)
104            3         $10,000 under $15,000  c05800      1,799,725,000      1,801,524,745      1,799,745   0.1%    11.1%  Income tax before credits (IRS definition, not PUF definition)
540            4         $15,000 under $20,000  c05800      4,307,225,000      4,311,532,266      4,307,266   0.1%   -10.6%  Income tax before credits (IRS definition, not PUF definition)
332            5         $20,000 under $25,000  c05800      7,928,509,000      7,920,580,412     -7,928,588  -0.1%   -22.7%  Income tax before credits (IRS definition, not PUF definition)
301            6         $25,000 under $30,000  c05800     11,645,611,000     11,633,965,273    -11,645,727  -0.1%    -9.6%  Income tax before credits (IRS definition, not PUF definition)
289            7         $30,000 under $40,000  c05800     32,626,115,000     32,593,488,559    -32,626,441  -0.1%   -15.6%  Income tax before credits (IRS definition, not PUF definition)
284            8         $40,000 under $50,000  c05800     39,629,085,000     39,589,455,519    -39,629,481  -0.1%   -10.3%  Income tax before credits (IRS definition, not PUF definition)
251            9         $50,000 under $75,000  c05800    118,845,725,000    118,964,571,914    118,846,914   0.1%    -2.1%  Income tax before credits (IRS definition, not PUF definition)
221           10        $75,000 under $100,000  c05800    123,264,413,000    123,387,678,649    123,265,649   0.1%    -4.1%  Income tax before credits (IRS definition, not PUF definition)
252           11       $100,000 under $200,000  c05800    355,081,405,000    355,436,489,958    355,084,958   0.1%     4.4%  Income tax before credits (IRS definition, not PUF definition)
206           12       $200,000 under $500,000  c05800    341,897,500,000    342,239,400,938    341,900,938   0.1%     6.3%  Income tax before credits (IRS definition, not PUF definition)
155           13     $500,000 under $1,000,000  c05800    173,764,310,000    173,938,076,079    173,766,079   0.1%     8.1%  Income tax before credits (IRS definition, not PUF definition)
159           14   $1,000,000 under $1,500,000  c05800     74,893,478,000     74,968,372,240     74,894,240   0.1%     8.8%  Income tax before credits (IRS definition, not PUF definition)
150           15   $1,500,000 under $2,000,000  c05800     44,446,124,000     44,490,570,578     44,446,578   0.1%    15.1%  Income tax before credits (IRS definition, not PUF definition)
152           16   $2,000,000 under $5,000,000  c05800    111,497,458,000    111,608,956,594    111,498,594   0.1%     8.0%  Income tax before credits (IRS definition, not PUF definition)
634           17  $5,000,000 under $10,000,000  c05800     61,362,927,000     61,415,055,683     52,128,683   0.1%    23.1%  Income tax before credits (IRS definition, not PUF definition)
117           18           $10,000,000 or more  c05800    159,140,369,000    159,299,511,088    159,142,088   0.1%   -23.4%  Income tax before credits (IRS definition, not PUF definition)

     common_stub                      incrange      pufvar       target          puf    diff  pdiff  ipdiff                                                                     column_description
657            0                   All returns  c05800_nnz  118,644,112  118,716,411  72,299   0.1%   -3.8%  Number of returns with income tax before credits (IRS definition, not PUF definition)
493            1                  Under $5,000  c05800_nnz      296,217      295,921    -296  -0.1%  -23.8%  Number of returns with income tax before credits (IRS definition, not PUF definition)
590            2          $5,000 under $10,000  c05800_nnz    2,032,726    2,030,701  -2,025  -0.1%  -16.7%  Number of returns with income tax before credits (IRS definition, not PUF definition)
418            3         $10,000 under $15,000  c05800_nnz    5,861,260    5,855,399  -5,861  -0.1%   -6.9%  Number of returns with income tax before credits (IRS definition, not PUF definition)
318            4         $15,000 under $20,000  c05800_nnz    6,691,557    6,684,865  -6,692  -0.1%   -8.1%  Number of returns with income tax before credits (IRS definition, not PUF definition)
328            5         $20,000 under $25,000  c05800_nnz    7,794,819    7,787,024  -7,795  -0.1%  -19.8%  Number of returns with income tax before credits (IRS definition, not PUF definition)
244            6         $25,000 under $30,000  c05800_nnz    7,975,606    7,983,582   7,976   0.1%   -2.1%  Number of returns with income tax before credits (IRS definition, not PUF definition)
243            7         $30,000 under $40,000  c05800_nnz   14,572,071   14,586,643  14,572   0.1%  -11.1%  Number of returns with income tax before credits (IRS definition, not PUF definition)
246            8         $40,000 under $50,000  c05800_nnz   11,691,636   11,703,328  11,692   0.1%   -6.4%  Number of returns with income tax before credits (IRS definition, not PUF definition)
234            9         $50,000 under $75,000  c05800_nnz   20,729,789   20,750,519  20,730   0.1%   -0.9%  Number of returns with income tax before credits (IRS definition, not PUF definition)
606           10        $75,000 under $100,000  c05800_nnz   13,409,985   13,422,983  12,998   0.1%   -3.6%  Number of returns with income tax before credits (IRS definition, not PUF definition)
268           11       $100,000 under $200,000  c05800_nnz   19,878,587   19,898,466  19,879   0.1%    5.5%  Number of returns with income tax before credits (IRS definition, not PUF definition)
226           12       $200,000 under $500,000  c05800_nnz    6,205,882    6,212,088   6,206   0.1%    6.4%  Number of returns with income tax before credits (IRS definition, not PUF definition)
163           13     $500,000 under $1,000,000  c05800_nnz    1,009,529    1,010,539   1,010   0.1%    5.7%  Number of returns with income tax before credits (IRS definition, not PUF definition)
714           14   $1,000,000 under $1,500,000  c05800_nnz      222,439      222,388     -51  -0.0%    6.1%  Number of returns with income tax before credits (IRS definition, not PUF definition)
604           15   $1,500,000 under $2,000,000  c05800_nnz       90,430       90,518      88   0.1%   13.9%  Number of returns with income tax before credits (IRS definition, not PUF definition)
603           16   $2,000,000 under $5,000,000  c05800_nnz      129,781      129,654    -127  -0.1%    6.1%  Number of returns with income tax before credits (IRS definition, not PUF definition)
644           17  $5,000,000 under $10,000,000  c05800_nnz       31,597       31,574     -23  -0.1%   20.1%  Number of returns with income tax before credits (IRS definition, not PUF definition)
114           18           $10,000,000 or more  c05800_nnz       20,200       20,220      20   0.1%   -0.7%  Number of returns with income tax before credits (IRS definition, not PUF definition)

    common_stub                      incrange     pufvar             target                puf            diff   pdiff   ipdiff        column_description
53            0                   All returns  taxac_irs  1,581,523,123,000  1,595,619,529,391  14,096,406,391    0.9%     3.1%  Income tax after credits
1             1                  Under $5,000  taxac_irs        230,188,000        563,165,155     332,977,155  144.7%  1933.6%  Income tax after credits
10            2          $5,000 under $10,000  taxac_irs        368,064,000        593,439,818     225,375,818   61.2%    40.8%  Income tax after credits
19            3         $10,000 under $15,000  taxac_irs      1,391,657,000      1,555,868,757     164,211,757   11.8%    26.5%  Income tax after credits
33            4         $15,000 under $20,000  taxac_irs      3,505,521,000      3,625,967,037     120,446,037    3.4%    -7.0%  Income tax after credits
85            5         $20,000 under $25,000  taxac_irs      6,314,256,000      6,305,975,160      -8,280,840   -0.1%   -22.6%  Income tax after credits
40            6         $25,000 under $30,000  taxac_irs      9,105,303,000      8,951,685,762    -153,617,238   -1.7%   -12.1%  Income tax after credits
38            7         $30,000 under $40,000  taxac_irs     26,166,552,000     25,658,057,598    -508,494,402   -1.9%   -18.0%  Income tax after credits
44            8         $40,000 under $50,000  taxac_irs     33,590,286,000     33,155,912,835    -434,373,165   -1.3%   -11.9%  Income tax after credits
68            9         $50,000 under $75,000  taxac_irs    105,654,965,000    106,149,478,421     494,513,421    0.5%    -1.4%  Income tax after credits
52           10        $75,000 under $100,000  taxac_irs    112,966,329,000    113,995,328,690   1,028,999,690    0.9%    -3.0%  Income tax after credits
48           11       $100,000 under $200,000  taxac_irs    340,958,752,000    344,658,228,812   3,699,476,812    1.1%     5.3%  Income tax after credits
56           12       $200,000 under $500,000  taxac_irs    336,733,823,000    339,619,677,448   2,885,854,448    0.9%     7.2%  Income tax after credits
51           13     $500,000 under $1,000,000  taxac_irs    169,190,566,000    170,906,867,254   1,716,301,254    1.0%     8.9%  Income tax after credits
49           14   $1,000,000 under $1,500,000  taxac_irs     72,348,263,000     73,101,323,008     753,060,008    1.0%     9.7%  Income tax after credits
47           15   $1,500,000 under $2,000,000  taxac_irs     42,912,660,000     43,420,278,072     507,618,072    1.2%    15.9%  Income tax after credits
45           16   $2,000,000 under $5,000,000  taxac_irs    107,262,711,000    108,633,551,172   1,370,840,172    1.3%     9.4%  Income tax after credits
50           17  $5,000,000 under $10,000,000  taxac_irs     59,177,780,000     59,788,530,522     610,750,522    1.0%    24.3%  Income tax after credits
57           18           $10,000,000 or more  taxac_irs    153,645,447,000    154,936,193,871   1,290,746,871    0.8%   -22.6%  Income tax after credits

     common_stub                      incrange         pufvar       target          puf      diff   pdiff  ipdiff                               column_description
61             0                   All returns  taxac_irs_nnz  103,730,078  104,423,306   693,228    0.7%   -3.0%  Number of returns with income tax after credits
0              1                  Under $5,000  taxac_irs_nnz      190,751      478,320   287,569  150.8%   77.8%  Number of returns with income tax after credits
13             2          $5,000 under $10,000  taxac_irs_nnz    1,922,850    2,433,088   510,238   26.5%   -8.9%  Number of returns with income tax after credits
22             3         $10,000 under $15,000  taxac_irs_nnz    4,267,204    4,718,892   451,688   10.6%    2.9%  Number of returns with income tax after credits
31             4         $15,000 under $20,000  taxac_irs_nnz    5,223,592    5,038,508  -185,084   -3.5%   -9.5%  Number of returns with income tax after credits
42             5         $20,000 under $25,000  taxac_irs_nnz    5,499,627    5,411,506   -88,121   -1.6%  -20.9%  Number of returns with income tax after credits
35             6         $25,000 under $30,000  taxac_irs_nnz    5,519,831    5,345,419  -174,412   -3.2%   -7.1%  Number of returns with income tax after credits
34             7         $30,000 under $40,000  taxac_irs_nnz   10,904,828   10,552,925  -351,903   -3.2%  -14.7%  Number of returns with income tax after credits
46             8         $40,000 under $50,000  taxac_irs_nnz    9,953,676    9,827,735  -125,941   -1.3%   -8.0%  Number of returns with income tax after credits
54             9         $50,000 under $75,000  taxac_irs_nnz   19,556,080   19,729,965   173,885    0.9%   -0.1%  Number of returns with income tax after credits
64            10        $75,000 under $100,000  taxac_irs_nnz   13,213,827   13,296,227    82,400    0.6%   -3.2%  Number of returns with income tax after credits
69            11       $100,000 under $200,000  taxac_irs_nnz   19,784,344   19,874,754    90,410    0.5%    5.9%  Number of returns with income tax after credits
76            12       $200,000 under $500,000  taxac_irs_nnz    6,193,044    6,211,499    18,455    0.3%    6.6%  Number of returns with income tax after credits
74            13     $500,000 under $1,000,000  taxac_irs_nnz    1,007,251    1,010,322     3,071    0.3%    6.0%  Number of returns with income tax after credits
81            14   $1,000,000 under $1,500,000  taxac_irs_nnz      221,861      222,344       483    0.2%    6.3%  Number of returns with income tax after credits
73            15   $1,500,000 under $2,000,000  taxac_irs_nnz       90,191       90,474       283    0.3%   14.2%  Number of returns with income tax after credits
598           16   $2,000,000 under $5,000,000  taxac_irs_nnz      129,442      129,569       127    0.1%    6.3%  Number of returns with income tax after credits
688           17  $5,000,000 under $10,000,000  taxac_irs_nnz       31,525       31,538        13    0.0%   20.3%  Number of returns with income tax after credits
72            18           $10,000,000 or more  taxac_irs_nnz       20,153       20,220        67    0.3%   -0.5%  Number of returns with income tax after credits


3. Detailed report on variable mappings

           pufvar                  irsvar                                                                                                                                                        table_description                                                                     column_description           src excel_column
0        nret_all                nret_all                                                            Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income                                                                      Number of returns  17in11si.xls            B
1           mars1             nret_single                                        Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status                                                    Number of returns of single persons  17in12ms.xls           BB
2           mars2              nret_mfjss                                        Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status   Number of returns of married persons filing jointly and returns of surviving spouses  17in12ms.xls            O
3           mars3                nret_mfs                                        Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status                                 Number of returns of married persons filing separately  17in12ms.xls           AB
4           mars4                nret_hoh                                        Table 1.2.  All Returns: Adjusted Gross Income, Deductions, and Tax Items, by Size of Adjusted Gross Income and by Marital Status                                               Number of returns of heads of households  17in12ms.xls           AO
5          c00100                     agi                                                            Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income                                                     Adjusted gross income less deficit  17in11si.xls            D
6          e00200                   wages                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                                     Salaries and wages  17in14ar.xls            G
7      e00200_nnz              nret_wages                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                              Number of returns with salaries and wages  17in14ar.xls            F
8          e00300                  taxint                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                                       Taxable interest  17in14ar.xls            I
9      e00300_nnz             nret_taxint                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                Number of returns with taxable interest  17in14ar.xls            H
10         e00600                  orddiv                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                                     Ordinary dividends  17in14ar.xls            M
11     e00600_nnz             nret_orddiv                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                              Number of returns with ordinary dividends  17in14ar.xls            L
12      c01000pos                 cggross                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                            Capital gains gross taxable  17in14ar.xls           AA
13  c01000pos_nnz            nret_cggross                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                     Number of returns with capital gains gross taxable  17in14ar.xls            Z
14      c01000neg                  cgloss                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                                   Capital loss taxable  17in14ar.xls           AC
15  c01000neg_nnz             nret_cgloss                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                            Number of returns with capital loss taxable  17in14ar.xls           AB
16         e01500                pensions                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                    Total pensions and annuities (including nontaxable)  17in14ar.xls           AK
17     e01500_nnz           nret_pensions                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income             Number of returns with total pensions and annuities (including nontaxable)  17in14ar.xls           AJ
18         e02400               socsectot                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                         Total Social Security benefits  17in14ar.xls           BS
19     e02400_nnz          nret_socsectot                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                  Number of returns with total Social Security benefits  17in14ar.xls           BR
20         c02500           socsectaxable                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                       Taxable Social Security benefits  17in14ar.xls           BU
21     c02500_nnz      nret_socsectaxable                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                Number of returns with taxable Social Security benefits  17in14ar.xls           BT
22      e26270pos         partnerscorpinc                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                Partnership or S corporation net income  17in14ar.xls           BE
23  e26270pos_nnz    nret_partnerscorpinc                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                         Number of returns with partnership or S corporation net income  17in14ar.xls           BD
24      e26270neg        partnerscorploss                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                                                  Partnership or S corporation net loss  17in14ar.xls           BG
25  e26270neg_nnz   nret_partnerscorploss                                                                 Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income                           Number of returns with partnership or S corporation net loss  17in14ar.xls           BF
26         c17000       id_medical_capped  Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income                                                         Total medical expenses, capped  17in21id.xls           BN
27     c17000_nnz  nret_id_medical_capped  Table 2.1.  Returns with Itemized Deductions: Sources of Income,  Adjustments, Itemized Deductions by Type, Exemptions, and Tax Items, by Size of Adjusted Gross Income                                  Number of returns with total medical expenses, capped  17in21id.xls           BM
